Output for File: data/1990 US Census/Dataset.data
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  x128  x129  x130  x131  x132  x133  x134  x135  x136  x137  
x64:   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  1.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00 
x65:   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  1.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00 
x66:   0.02  0.02  0.10  0.11  0.10  0.00  0.00  0.00  0.00 -0.08  0.08 -0.08  0.09 -0.06  0.09  0.08  0.07  0.03  0.19  0.02 -0.16  0.22 -0.24  0.12 -0.08  0.09  0.24 -0.29  0.19 -0.04  0.26 -0.19  0.16  0.11  0.11 -0.18  0.23 -0.20  0.00  0.02  0.04 -0.23  0.17 -0.08  0.09 -0.06  0.08  0.08  0.06 -0.20  0.20  0.22 -0.22 -0.14 -0.07  0.11  0.23  0.10  0.26 -0.26 -0.48  0.48  0.00  0.00  0.00  0.00  1.00 -0.12 -0.13 -0.35 -0.04 -0.39 -0.18 -0.08  0.09 -0.06  0.08  0.08 -0.03  0.06 -0.06  0.06  0.06 -0.07  0.10 -0.04  0.09  0.08 -0.06  0.06 -0.12 -0.04  0.20 -0.20 -0.16  0.07 -0.27  0.07 -0.07 -0.06  0.01 -0.01  0.14 -0.11  0.05 -0.11 -0.06 -0.18  0.22  0.09  0.02  0.04  0.03  0.02  0.02  0.03  0.11  0.14  0.12  0.14  0.02  0.08  0.05  0.11  0.11  0.10  0.12  0.11  0.26  0.30  0.26  0.28  0.25  0.26  0.28  0.06  0.12 -0.07 
x67:   0.01  0.01  0.00  0.00  0.00  0.00  0.00  0.00  0.00 -0.02  0.02  0.15 -0.09 -0.13  0.03 -0.03 -0.03  0.01 -0.07  0.17 -0.09 -0.12  0.17 -0.12 -0.11 -0.14 -0.06  0.16 -0.11 -0.11 -0.05  0.16 -0.17 -0.07 -0.20  0.20 -0.05  0.17  0.00  0.08 -0.03  0.13 -0.20  0.15 -0.09 -0.13  0.02 -0.04 -0.04 -0.11  0.11 -0.08  0.08  0.24 -0.01 -0.20 -0.05  0.00  0.28 -0.28  0.25 -0.25  0.00  0.00  0.00  0.00 -0.12  1.00 -0.03 -0.23 -0.05 -0.28 -0.07  0.15 -0.09 -0.13  0.02 -0.04  0.15 -0.08 -0.13  0.02 -0.04  0.13 -0.08 -0.13  0.03 -0.02  0.04 -0.04 -0.14  0.00 -0.33  0.33  0.36  0.29  0.17  0.01 -0.01  0.08  0.02  0.00  0.03 -0.02  0.09  0.01  0.08 -0.19  0.03  0.18  0.02  0.22  0.21  0.20  0.20  0.20  0.24  0.17  0.22  0.21  0.20  0.23  0.27  0.25  0.27  0.26  0.05  0.26  0.16  0.08  0.17  0.14  0.17  0.18  0.06 -0.08  0.15  0.18 
x68:   0.02  0.00 -0.01 -0.01 -0.01  0.00  0.00  0.00  0.00 -0.01  0.01  0.00  0.01 -0.02  0.01 -0.01 -0.01  0.04  0.02  0.01 -0.05 -0.01  0.00 -0.01 -0.02 -0.07  0.02  0.00 -0.01 -0.03 -0.05  0.08 -0.09 -0.02 -0.08  0.09 -0.04  0.08  0.06  0.07  0.00  0.01 -0.09  0.00  0.01 -0.02  0.01 -0.01 -0.01 -0.03  0.03 -0.02  0.02  0.06  0.05 -0.08 -0.04 -0.01  0.17 -0.17  0.08 -0.08  0.00  0.00  0.00  0.00 -0.13 -0.03  1.00 -0.19 -0.03 -0.25 -0.05  0.00  0.01 -0.02  0.01 -0.01  0.00  0.02 -0.02  0.01 -0.01  0.01  0.01 -0.02  0.01 -0.02  0.01 -0.01 -0.05  0.02 -0.13  0.13  0.12  0.08  0.08 -0.05  0.05  0.08 -0.04  0.05 -0.01  0.02  0.08  0.04  0.08  0.00  0.02 -0.01  0.00  0.01  0.01  0.00  0.00  0.00  0.02  0.01  0.02  0.02  0.00  0.02  0.00  0.01  0.00  0.00  0.01  0.00 -0.01 -0.03  0.00 -0.01 -0.01 -0.03  0.00 -0.06  0.01 -0.06 
x69:  -0.05  0.01 -0.03 -0.03 -0.03  0.00  0.00  0.00  0.00  0.09 -0.09  0.08 -0.11  0.04 -0.01 -0.06 -0.04 -0.18 -0.18  0.10  0.15 -0.04  0.14 -0.02  0.07  0.12 -0.06  0.19 -0.06 -0.04  0.03 -0.09  0.15 -0.02  0.03 -0.08  0.15 -0.10 -0.17 -0.21  0.03  0.20  0.08  0.08 -0.11  0.04 -0.01 -0.06 -0.04  0.10 -0.10  0.12 -0.12 -0.01 -0.09  0.03  0.15 -0.02 -0.59  0.59  0.09 -0.09  0.00  0.00  0.00  0.00 -0.35 -0.23 -0.19  1.00 -0.02 -0.31  0.42  0.08 -0.11  0.04 -0.01 -0.06  0.06 -0.10  0.04 -0.01 -0.06  0.08 -0.11  0.03 -0.01 -0.06  0.04 -0.04  0.11  0.00  0.16 -0.16 -0.10 -0.09 -0.05  0.09 -0.09 -0.12  0.08 -0.09  0.03 -0.06 -0.13 -0.07 -0.12 -0.19  0.02  0.17  0.00  0.17  0.19  0.22  0.21  0.21  0.03  0.04  0.08  0.02  0.21  0.12  0.18  0.15  0.16  0.17 -0.06  0.16  0.00  0.02  0.01  0.01  0.06  0.14 -0.05 -0.02 -0.02 -0.02 
x70:   0.00  0.00 -0.01 -0.01 -0.01  0.00  0.00  0.00  0.00  0.06 -0.06 -0.04 -0.01  0.00  0.00  0.15  0.16  0.07  0.04 -0.03 -0.04  0.01 -0.04  0.00 -0.02 -0.01  0.00  0.00  0.00 -0.05 -0.05  0.02 -0.03  0.01 -0.04  0.03  0.01  0.01  0.09  0.06  0.00 -0.05 -0.03 -0.04 -0.01  0.00  0.00  0.15  0.15 -0.04  0.04  0.03 -0.03 -0.05  0.10 -0.04  0.01 -0.01 -0.03  0.03 -0.03  0.03  0.00  0.00  0.00  0.00 -0.04 -0.05 -0.03 -0.02  1.00 -0.02  0.00 -0.04 -0.01  0.00  0.00  0.15 -0.04  0.00  0.01  0.00  0.14 -0.03  0.00  0.00  0.00  0.14 -0.15  0.15 -0.03 -0.02  0.06 -0.06 -0.06 -0.07 -0.01 -0.11  0.11  0.09 -0.09  0.08 -0.08  0.10  0.05  0.09  0.09  0.04 -0.03 -0.03  0.00 -0.04 -0.04 -0.04 -0.04 -0.04 -0.03 -0.02 -0.03 -0.02 -0.03 -0.03 -0.04 -0.03 -0.03 -0.03  0.01 -0.03 -0.03 -0.03 -0.03 -0.01 -0.01 -0.05 -0.02  0.00 -0.02  0.00 
x71:   0.01 -0.02 -0.06 -0.07 -0.06  0.00  0.00  0.00  0.00 -0.02  0.02 -0.10  0.07  0.11 -0.09 -0.01 -0.01  0.09  0.02 -0.23  0.11 -0.07 -0.03  0.01  0.10 -0.05 -0.13 -0.03 -0.02  0.18 -0.19  0.09 -0.10 -0.03  0.08  0.02 -0.28  0.10  0.10  0.07 -0.04 -0.07 -0.02 -0.10  0.07  0.11 -0.08  0.00 -0.01  0.20 -0.20 -0.24  0.24 -0.06  0.10  0.08 -0.28 -0.06 -0.01  0.01  0.14 -0.14  0.00  0.00  0.00  0.00 -0.39 -0.28 -0.25 -0.31 -0.02  1.00 -0.13 -0.10  0.07  0.11 -0.08  0.00 -0.12  0.08  0.11 -0.06  0.01 -0.08  0.06  0.10 -0.09  0.00  0.01 -0.01  0.15  0.06 -0.02  0.02 -0.09 -0.22  0.14 -0.10  0.10  0.04 -0.05  0.05 -0.12  0.14 -0.03  0.13  0.04  0.46 -0.24 -0.34 -0.04 -0.33 -0.33 -0.34 -0.34 -0.34 -0.28 -0.26 -0.31 -0.28 -0.34 -0.32 -0.35 -0.39 -0.40 -0.40 -0.04 -0.40 -0.32 -0.30 -0.34 -0.32 -0.36 -0.42 -0.21  0.07 -0.18  0.04 
x72:  -0.08  0.00 -0.01 -0.01 -0.01  0.00  0.00  0.00  0.00 -0.01  0.01  0.04 -0.02 -0.02  0.02 -0.04 -0.01 -0.18 -0.10  0.04  0.14 -0.04  0.15 -0.03  0.05  0.01 -0.02  0.13 -0.04  0.01  0.00 -0.03  0.05  0.00 -0.02  0.00  0.05 -0.03 -0.12 -0.14 -0.01  0.20  0.00  0.04 -0.03 -0.02  0.02 -0.04 -0.02  0.11 -0.11  0.01 -0.01  0.07 -0.08 -0.02  0.05 -0.01 -0.12  0.12  0.09 -0.09  0.00  0.00  0.00  0.00 -0.18 -0.07 -0.05  0.42  0.00 -0.13  1.00  0.04 -0.03 -0.02  0.02 -0.04  0.03 -0.03 -0.02  0.01 -0.04  0.03 -0.02 -0.02  0.03 -0.03  0.02 -0.02  0.10  0.06 -0.01  0.01  0.04  0.02  0.02  0.08 -0.08 -0.07  0.07 -0.08  0.04 -0.05 -0.09 -0.03 -0.07 -0.15  0.00  0.12  0.02  0.18  0.19  0.20  0.20  0.20  0.11  0.06  0.14  0.09  0.20  0.15  0.17  0.16  0.16  0.16  0.01  0.16  0.06  0.02  0.08  0.05  0.08  0.13  0.01 -0.06  0.02 -0.06 
x73:   0.15 -0.01 -0.06 -0.06 -0.06  0.00  0.00  0.00  0.00  0.00  0.00  0.99 -0.73 -0.53 -0.20 -0.25 -0.21 -0.33 -0.26  0.19  0.23 -0.34  0.58 -0.40 -0.01  0.05 -0.39  0.55 -0.49  0.09  0.00 -0.07  0.16 -0.05  0.11 -0.11  0.00 -0.03 -0.51 -0.37 -0.01  0.39  0.11  1.00 -0.74 -0.54 -0.21 -0.25 -0.21  0.15 -0.15 -0.27  0.27  0.30 -0.50  0.11  0.00 -0.06  0.02 -0.02  0.27 -0.27  0.00  0.00  0.00  0.00 -0.08  0.15  0.00  0.08 -0.04 -0.10  0.04  1.00 -0.74 -0.54 -0.21 -0.25  0.97 -0.72 -0.53 -0.21 -0.24  0.90 -0.71 -0.50 -0.18 -0.24  0.21 -0.21  0.08  0.07 -0.34  0.34  0.35  0.32  0.19  0.50 -0.50 -0.43  0.43 -0.46  0.29 -0.36 -0.38 -0.35 -0.43 -0.02  0.01  0.01 -0.02  0.04  0.02  0.01  0.02  0.01 -0.05 -0.07  0.00 -0.04  0.02  0.00  0.04  0.06  0.05  0.02 -0.03  0.00 -0.10 -0.09 -0.04 -0.07 -0.03  0.03  0.03 -0.04  0.02  0.04 
x74:  -0.09  0.00  0.06  0.06  0.06  0.00  0.00  0.00  0.00 -0.16  0.16 -0.73  0.99 -0.06 -0.02 -0.01 -0.03  0.11  0.20 -0.15 -0.08  0.25 -0.41  0.47  0.09 -0.03  0.33 -0.48  0.57  0.07  0.04 -0.01 -0.05  0.07  0.03 -0.01 -0.03 -0.03  0.20  0.14 -0.01 -0.21  0.01 -0.74  1.00 -0.06 -0.02 -0.02 -0.03 -0.01  0.01  0.05 -0.05 -0.14  0.15  0.03 -0.03  0.06  0.03 -0.03 -0.20  0.20  0.00  0.00  0.00  0.00  0.09 -0.09  0.01 -0.11 -0.01  0.07 -0.03 -0.74  1.00 -0.06 -0.02 -0.02 -0.67  0.98 -0.06 -0.01 -0.02 -0.74  0.97 -0.06 -0.02 -0.02  0.03 -0.03  0.04  0.01  0.09 -0.09 -0.13 -0.09 -0.06 -0.15  0.15  0.12 -0.10  0.11 -0.12  0.16  0.08  0.17  0.12  0.06  0.01 -0.06  0.00 -0.09 -0.08 -0.07 -0.07 -0.05  0.03 -0.03 -0.04 -0.03 -0.07 -0.05 -0.07 -0.12 -0.11 -0.10  0.03 -0.09  0.09  0.00  0.01  0.01 -0.02 -0.07 -0.06  0.06 -0.03  0.03 
x75:  -0.09  0.02 -0.02 -0.02 -0.02  0.00  0.00  0.00  0.00  0.13 -0.13 -0.52 -0.06  0.99 -0.02 -0.02 -0.02  0.33  0.10 -0.12 -0.16  0.17 -0.33  0.03 -0.04 -0.01  0.14 -0.25  0.02 -0.13 -0.04  0.10 -0.13 -0.02 -0.11  0.11 -0.02  0.06  0.41  0.31  0.01 -0.30 -0.11 -0.54 -0.06  1.00 -0.02 -0.02 -0.02 -0.15  0.15  0.24 -0.24 -0.25  0.45 -0.11 -0.02 -0.02 -0.11  0.11 -0.08  0.08  0.00  0.00  0.00  0.00 -0.06 -0.13 -0.02  0.04  0.00  0.11 -0.02 -0.54 -0.06  1.00 -0.02 -0.02 -0.57 -0.06  0.99 -0.02 -0.02 -0.38 -0.06  0.94 -0.02 -0.02  0.02 -0.02 -0.13 -0.07  0.32 -0.32 -0.31 -0.33 -0.14 -0.44  0.44  0.36 -0.41  0.44 -0.20  0.24  0.36  0.21  0.36  0.06 -0.03 -0.05 -0.01 -0.07 -0.06 -0.05 -0.06 -0.08 -0.08  0.03 -0.08 -0.06 -0.06 -0.07 -0.09 -0.06 -0.06 -0.03 -0.02 -0.02 -0.08  0.02 -0.08 -0.07 -0.08 -0.09 -0.04  0.01 -0.05 -0.08 
x76:  -0.09  0.00  0.06  0.06  0.06  0.00  0.00  0.00  0.00  0.08 -0.08 -0.21 -0.02 -0.02  0.99  0.09  0.11  0.01  0.06  0.09 -0.12  0.13 -0.07  0.00 -0.08 -0.03  0.13 -0.02  0.01 -0.14  0.01  0.00 -0.03  0.03 -0.12  0.06  0.15 -0.02  0.13  0.07  0.02 -0.02 -0.06 -0.21 -0.02 -0.02  1.00  0.09  0.10 -0.11  0.11  0.20 -0.20 -0.04  0.13 -0.12  0.15  0.06  0.08 -0.08 -0.12  0.12  0.00  0.00  0.00  0.00  0.08  0.02  0.01 -0.01  0.00 -0.08  0.02 -0.21 -0.02 -0.02  1.00  0.09 -0.22 -0.02 -0.02  0.98  0.07 -0.16 -0.01 -0.02  0.91  0.09 -0.10  0.10 -0.08 -0.05  0.08 -0.08 -0.04  0.00 -0.08 -0.13  0.13  0.15 -0.13  0.13 -0.05  0.07  0.16  0.08  0.15 -0.22 -0.06  0.23  0.09  0.29  0.30  0.31  0.30  0.31  0.28  0.25  0.29  0.32  0.30  0.29  0.28  0.26  0.28  0.29  0.02  0.30  0.27  0.24  0.28  0.28  0.26  0.27  0.11 -0.08  0.10 -0.09 
x77:  -0.04  0.02  0.06  0.06  0.05  0.00  0.00  0.00  0.00  0.13 -0.13 -0.27 -0.02 -0.02  0.08  0.98  0.86  0.21  0.15 -0.08 -0.16  0.08 -0.17  0.06 -0.09 -0.06  0.06 -0.12  0.12 -0.16 -0.02  0.09 -0.14  0.00 -0.17  0.15  0.03  0.06  0.34  0.26  0.03 -0.18 -0.15 -0.25 -0.02 -0.02  0.09  1.00  0.85 -0.13  0.13  0.17 -0.17 -0.14  0.37 -0.17  0.03  0.05  0.00  0.00 -0.16  0.16  0.00  0.00  0.00  0.00  0.08 -0.04 -0.01 -0.06  0.15  0.00 -0.04 -0.25 -0.02 -0.02  0.09  1.00 -0.23 -0.02 -0.02  0.09  0.97 -0.25 -0.02 -0.02  0.07  0.95 -0.85  0.85 -0.09 -0.10  0.24 -0.24 -0.23 -0.19 -0.16 -0.37  0.37  0.34 -0.30  0.32 -0.25  0.31  0.28  0.31  0.34 -0.06  0.01  0.07  0.02  0.03  0.03  0.03  0.03  0.03  0.06  0.09  0.06  0.13  0.04  0.07  0.04  0.04  0.05  0.06  0.02  0.05  0.10  0.13  0.10  0.17  0.13  0.06  0.05  0.00  0.04 -0.01 
x78:   0.15 -0.01 -0.05 -0.04 -0.04  0.00  0.00  0.00  0.00 -0.04  0.04  0.96 -0.66 -0.57 -0.21 -0.22 -0.19 -0.34 -0.25  0.18  0.23 -0.32  0.54 -0.35  0.00  0.06 -0.35  0.50 -0.42  0.11  0.03 -0.09  0.19 -0.06  0.14 -0.14  0.02 -0.05 -0.53 -0.40 -0.01  0.38  0.14  0.97 -0.67 -0.57 -0.22 -0.23 -0.19  0.16 -0.16 -0.24  0.24  0.27 -0.52  0.14  0.02 -0.04  0.04 -0.04  0.24 -0.24  0.00  0.00  0.00  0.00 -0.03  0.15  0.00  0.06 -0.04 -0.12  0.03  0.97 -0.67 -0.57 -0.22 -0.23  1.00 -0.69 -0.58 -0.22 -0.23  0.83 -0.62 -0.52 -0.18 -0.20  0.19 -0.19  0.15  0.07 -0.32  0.32  0.34  0.36  0.17  0.52 -0.52 -0.45  0.51 -0.48  0.29 -0.36 -0.38 -0.35 -0.45 -0.03  0.03  0.02 -0.02  0.05  0.03  0.02  0.03  0.02 -0.04 -0.06  0.02 -0.02  0.02  0.01  0.05  0.06  0.05  0.02 -0.01  0.00 -0.07 -0.06 -0.02 -0.04 -0.01  0.04  0.04 -0.04  0.03  0.05 
x79:  -0.08  0.00  0.04  0.04  0.04  0.00  0.00  0.00  0.00 -0.14  0.14 -0.72  0.97 -0.06 -0.03 -0.02 -0.03  0.11  0.19 -0.15 -0.08  0.24 -0.39  0.44  0.09 -0.03  0.31 -0.45  0.53  0.07  0.02  0.00 -0.07  0.06  0.01  0.01 -0.05 -0.01  0.21  0.15 -0.01 -0.20 -0.01 -0.72  0.98 -0.06 -0.02 -0.02 -0.03  0.00  0.00  0.03 -0.03 -0.13  0.16  0.01 -0.05  0.04  0.03 -0.03 -0.16  0.16  0.00  0.00  0.00  0.00  0.06 -0.08  0.02 -0.10  0.00  0.08 -0.03 -0.72  0.98 -0.06 -0.02 -0.02 -0.69  1.00 -0.05 -0.02 -0.02 -0.70  0.92 -0.06 -0.03 -0.02  0.03 -0.03  0.04  0.01  0.07 -0.07 -0.11 -0.09 -0.04 -0.16  0.16  0.14 -0.12  0.13 -0.12  0.17  0.10  0.17  0.14  0.07  0.00 -0.07  0.00 -0.09 -0.08 -0.07 -0.08 -0.06  0.02 -0.04 -0.05 -0.04 -0.08 -0.06 -0.07 -0.12 -0.12 -0.11  0.03 -0.09  0.07 -0.02 -0.01 -0.01 -0.03 -0.08 -0.06  0.07 -0.04  0.03 
x80:  -0.10  0.02 -0.02 -0.02 -0.02  0.00  0.00  0.00  0.00  0.14 -0.14 -0.51 -0.06  0.99 -0.02 -0.02 -0.02  0.32  0.10 -0.11 -0.17  0.17 -0.33  0.03 -0.04 -0.02  0.14 -0.24  0.01 -0.14 -0.05  0.10 -0.13 -0.01 -0.11  0.11 -0.02  0.07  0.41  0.31  0.01 -0.30 -0.11 -0.53 -0.06  0.99 -0.02 -0.02 -0.02 -0.15  0.15  0.24 -0.24 -0.25  0.45 -0.11 -0.02 -0.02 -0.11  0.11 -0.07  0.07  0.00  0.00  0.00  0.00 -0.06 -0.13 -0.02  0.04  0.01  0.11 -0.02 -0.53 -0.06  0.99 -0.02 -0.02 -0.58 -0.05  1.00 -0.02 -0.02 -0.37 -0.06  0.91 -0.02 -0.02  0.02 -0.02 -0.13 -0.07  0.32 -0.32 -0.30 -0.33 -0.14 -0.45  0.45  0.36 -0.42  0.45 -0.20  0.24  0.37  0.20  0.36  0.06 -0.02 -0.05 -0.01 -0.07 -0.06 -0.05 -0.05 -0.07 -0.08  0.03 -0.08 -0.06 -0.05 -0.07 -0.09 -0.06 -0.05 -0.02 -0.01 -0.01 -0.08  0.01 -0.07 -0.07 -0.08 -0.08 -0.04  0.01 -0.05 -0.08 
x81:  -0.09  0.00  0.06  0.06  0.05  0.00  0.00  0.00  0.00  0.08 -0.08 -0.21 -0.02 -0.02  0.97  0.09  0.11  0.03  0.04  0.09 -0.11  0.10 -0.06  0.00 -0.08 -0.03  0.09 -0.01  0.01 -0.13  0.01  0.03 -0.05  0.01 -0.13  0.08  0.11  0.01  0.13  0.08  0.02 -0.02 -0.08 -0.21 -0.01 -0.02  0.98  0.09  0.10 -0.10  0.10  0.17 -0.17 -0.02  0.13 -0.13  0.11  0.05  0.07 -0.07 -0.10  0.10  0.00  0.00  0.00  0.00  0.06  0.02  0.01 -0.01  0.00 -0.06  0.01 -0.21 -0.01 -0.02  0.98  0.09 -0.22 -0.02 -0.02  1.00  0.08 -0.15 -0.01 -0.02  0.85  0.10 -0.10  0.10 -0.07 -0.04  0.07 -0.07 -0.04 -0.01 -0.07 -0.14  0.14  0.16 -0.13  0.14 -0.05  0.07  0.16  0.09  0.16 -0.20 -0.06  0.21  0.09  0.27  0.28  0.29  0.28  0.29  0.26  0.24  0.27  0.30  0.28  0.27  0.26  0.24  0.26  0.27  0.02  0.28  0.25  0.22  0.25  0.25  0.24  0.25  0.10 -0.07  0.09 -0.08 
x82:  -0.03  0.02  0.04  0.04  0.03  0.00  0.00  0.00  0.00  0.12 -0.12 -0.26 -0.03 -0.02  0.07  0.94  0.84  0.21  0.15 -0.09 -0.16  0.07 -0.16  0.04 -0.09 -0.07  0.05 -0.10  0.10 -0.15 -0.04  0.11 -0.16  0.00 -0.18  0.16  0.01  0.08  0.33  0.26  0.03 -0.17 -0.16 -0.24 -0.02 -0.02  0.07  0.97  0.84 -0.12  0.12  0.14 -0.14 -0.12  0.37 -0.18  0.01  0.03  0.00  0.00 -0.12  0.12  0.00  0.00  0.00  0.00  0.06 -0.04 -0.01 -0.06  0.14  0.01 -0.04 -0.24 -0.02 -0.02  0.07  0.97 -0.23 -0.02 -0.02  0.08  1.00 -0.23 -0.03 -0.01  0.06  0.87 -0.84  0.84 -0.09 -0.09  0.22 -0.22 -0.21 -0.19 -0.14 -0.37  0.37  0.34 -0.29  0.32 -0.24  0.30  0.29  0.30  0.34 -0.03  0.01  0.04  0.01  0.01  0.01  0.01  0.01  0.01  0.04  0.07  0.04  0.11  0.02  0.05  0.02  0.03  0.03  0.04  0.02  0.03  0.08  0.10  0.07  0.14  0.10  0.04  0.04  0.01  0.03  0.00 
x83:   0.12  0.00 -0.07 -0.07 -0.06  0.00  0.00  0.00  0.00  0.04 -0.04  0.90 -0.73 -0.38 -0.16 -0.25 -0.21 -0.27 -0.22  0.16  0.18 -0.29  0.49 -0.41 -0.02  0.05 -0.35  0.49 -0.49  0.07  0.01 -0.07  0.14 -0.04  0.10 -0.09  0.01 -0.03 -0.41 -0.30  0.00  0.30  0.10  0.90 -0.74 -0.38 -0.16 -0.25 -0.20  0.11 -0.11 -0.21  0.21  0.23 -0.41  0.10  0.01 -0.07  0.03 -0.03  0.23 -0.23  0.00  0.00  0.00  0.00 -0.07  0.13  0.01  0.08 -0.03 -0.08  0.03  0.90 -0.74 -0.38 -0.16 -0.25  0.83 -0.70 -0.37 -0.15 -0.23  1.00 -0.76 -0.40 -0.17 -0.26  0.20 -0.20  0.04  0.19 -0.28  0.28  0.28  0.25  0.30  0.41 -0.41 -0.35  0.33 -0.35  0.44 -0.32 -0.29 -0.24 -0.35 -0.02  0.02  0.01 -0.02  0.02  0.01  0.01  0.01  0.00 -0.06 -0.05  0.00 -0.04  0.01 -0.01  0.03  0.10  0.09  0.07  0.18  0.04 -0.11 -0.09 -0.06 -0.08 -0.03  0.05  0.04 -0.03  0.03  0.03 
x84:  -0.09 -0.01  0.06  0.06  0.06  0.00  0.00  0.00  0.00 -0.18  0.18 -0.71  0.97 -0.07 -0.01 -0.02 -0.03  0.09  0.18 -0.13 -0.08  0.25 -0.39  0.47  0.09 -0.03  0.32 -0.47  0.58  0.08  0.04 -0.01 -0.05  0.06  0.03 -0.02 -0.03 -0.02  0.18  0.12 -0.01 -0.19  0.02 -0.71  0.97 -0.06 -0.01 -0.02 -0.03  0.00  0.00  0.04 -0.04 -0.12  0.13  0.03 -0.03  0.06  0.04 -0.04 -0.20  0.20  0.00  0.00  0.00  0.00  0.10 -0.08  0.01 -0.11  0.00  0.06 -0.02 -0.71  0.97 -0.06 -0.01 -0.02 -0.62  0.92 -0.06 -0.01 -0.03 -0.76  1.00 -0.07 -0.02 -0.02  0.03 -0.03  0.05  0.02  0.08 -0.08 -0.12 -0.08 -0.07 -0.13  0.13  0.10 -0.08  0.08 -0.11  0.16  0.06  0.16  0.10  0.04  0.03 -0.05  0.00 -0.07 -0.06 -0.06 -0.06 -0.04  0.04 -0.02 -0.02 -0.02 -0.06 -0.03 -0.05 -0.11 -0.11 -0.09  0.04 -0.08  0.11  0.01  0.02  0.02  0.00 -0.06 -0.05  0.06 -0.03  0.04 
