Output for File: data/Communities and Crime Unnormalized/CommViolPredUnnormalizedData.txt
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  x128  x129  x130  x131  x132  x133  x134  x135  x136  x137  x138  x139  x140  x141  x142  x143  x144  x145  x146  
x10:   0.05 -0.11 -0.13 -0.22  0.04  0.09  0.49 -0.06 -0.41  0.20  1.00  0.11  0.16  0.05 -0.18  0.09  0.03 -0.15  0.00  0.08 -0.41 -0.12  0.40 -0.23 -0.21 -0.23 -0.19 -0.02 -0.01 -0.10 -0.09 -0.21  0.11  0.33  0.64  0.49 -0.25  0.42 -0.16 -0.05 -0.21  0.23 -0.27  0.03  0.14  0.15  0.09  0.64 -0.13 -0.19 -0.13 -0.09 -0.27 -0.39  0.07  0.21  0.13  0.07  0.13  0.16  0.23  0.61  0.64  0.65  0.67 -0.91  0.89  0.75  0.73  0.54  0.45  0.66 -0.31  0.86  0.32 -0.30  0.08 -0.07 -0.25  0.15 -0.12  0.08  0.30  0.42  0.05  0.06  0.06  0.05  0.03  0.02  0.03  0.02  0.00  0.25  0.32 -0.09  0.06  0.06  0.69 -0.25 -0.13  0.04  0.00  0.06  0.05  0.06  0.05  0.08  0.06  0.13  0.05  0.12  0.08  0.03  0.36  0.10  0.23  0.05  0.11  0.14  0.00  0.36  0.09  0.10  0.07  0.12  0.10  0.08  0.06  0.08  0.18  0.09  0.07  0.07  0.25  0.09  0.20  0.11  0.21  0.11  0.06  0.10  0.35  0.10  0.16  0.27  0.05 
x11:  -0.02  0.15  0.05 -0.08 -0.02 -0.01  0.49  0.10 -0.14 -0.01  0.11  1.00  0.87  0.93 -0.36 -0.02 -0.23 -0.27  0.10  0.22 -0.21 -0.23  0.16 -0.28 -0.22 -0.33 -0.32 -0.19 -0.11 -0.21 -0.13 -0.26  0.02  0.50  0.13  0.07  0.09  0.23 -0.20 -0.14  0.42  0.06 -0.07 -0.22  0.66 -0.17 -0.20  0.20 -0.13 -0.13 -0.14 -0.12 -0.01 -0.03  0.00  0.16 -0.01  0.41  0.40  0.37  0.33  0.09  0.07  0.05  0.03 -0.04  0.06  0.20  0.21  0.15  0.16  0.21 -0.30  0.17  0.06 -0.11 -0.02  0.04 -0.29  0.08  0.03  0.07  0.21  0.13 -0.21 -0.20 -0.20 -0.15 -0.25 -0.25 -0.24 -0.12 -0.27  0.32 -0.15 -0.10 -0.01 -0.01 -0.05  0.04 -0.39 -0.44 -0.20 -0.01 -0.04 -0.01 -0.04 -0.01 -0.03 -0.01 -0.04 -0.02 -0.03  0.03  0.03 -0.02  0.04 -0.01 -0.02 -0.01  0.00 -0.07 -0.13 -0.01 -0.01 -0.02 -0.01  0.00 -0.04  0.00  0.05  0.00  0.07 -0.01 -0.01  0.00  0.05  0.00  0.04  0.00  0.05 -0.01 -0.06  0.00  0.02  0.02 -0.02 
x12:  -0.04  0.13  0.04 -0.09 -0.02  0.05  0.38  0.12 -0.21  0.07  0.16  0.87  1.00  0.95 -0.48  0.04 -0.10 -0.33  0.24  0.11 -0.29 -0.39  0.15 -0.39 -0.28 -0.37 -0.35 -0.19 -0.11 -0.28 -0.13 -0.30  0.06  0.47  0.11  0.07  0.06  0.20 -0.03 -0.13  0.31  0.06 -0.12 -0.06  0.81  0.01 -0.03  0.16 -0.23 -0.22 -0.18 -0.23  0.07  0.04  0.04  0.25  0.03  0.49  0.50  0.50  0.47  0.23  0.21  0.19  0.18 -0.12  0.14  0.21  0.18  0.06  0.11  0.17 -0.55  0.25  0.30 -0.29  0.03  0.04 -0.56  0.07 -0.13  0.07  0.18  0.11 -0.17 -0.17 -0.17 -0.15 -0.15 -0.18 -0.18 -0.15 -0.21  0.31 -0.03 -0.08  0.03  0.01  0.06 -0.05 -0.57 -0.56 -0.33  0.03  0.01  0.03  0.02  0.03  0.03  0.09  0.01  0.08  0.08  0.08  0.06  0.04  0.09  0.02  0.09  0.07  0.02  0.09 -0.02  0.05  0.03  0.09  0.06  0.08  0.01  0.03  0.09  0.07  0.13  0.02  0.10  0.04  0.10  0.05  0.09  0.06  0.11  0.04  0.07  0.04  0.07  0.09 -0.03 
x13:  -0.03  0.12  0.06 -0.05 -0.02  0.02  0.32  0.09 -0.12  0.04  0.05  0.93  0.95  1.00 -0.28  0.01 -0.15 -0.29  0.09  0.13 -0.15 -0.21  0.10 -0.24 -0.22 -0.29 -0.27 -0.18 -0.10 -0.22 -0.13 -0.24  0.04  0.47  0.07  0.02  0.15  0.16 -0.18 -0.18  0.46 -0.01 -0.03 -0.15  0.81 -0.12 -0.14  0.01 -0.19 -0.18 -0.16 -0.19  0.03  0.03  0.02  0.18  0.01  0.49  0.48  0.45  0.41  0.16  0.14  0.12  0.09 -0.03  0.05  0.08  0.07 -0.06 -0.02  0.05 -0.45  0.13  0.24 -0.26  0.01  0.02 -0.46  0.03 -0.06  0.00  0.14  0.07 -0.14 -0.14 -0.13 -0.09 -0.18 -0.18 -0.16 -0.09 -0.21  0.37 -0.09 -0.07  0.01  0.00  0.00 -0.03 -0.47 -0.53 -0.28  0.01  0.00  0.01  0.01  0.01  0.01  0.04  0.00  0.04  0.04  0.05  0.02  0.02  0.05  0.01  0.04  0.03  0.01  0.03 -0.03  0.02  0.01  0.04  0.03  0.05  0.00  0.01  0.05  0.03  0.09  0.01  0.04  0.02  0.05  0.02  0.05  0.03  0.08  0.01  0.00  0.02  0.02  0.04 -0.03 
x14:   0.00 -0.03  0.00  0.05 -0.01 -0.04 -0.58  0.04  0.11 -0.21 -0.18 -0.36 -0.48 -0.28  1.00 -0.05 -0.11 -0.26 -0.83 -0.12  0.08  0.93  0.12  0.68 -0.20 -0.01 -0.01 -0.12 -0.04  0.07 -0.08 -0.02 -0.03  0.09  0.17  0.26 -0.20  0.11 -0.62 -0.03  0.08  0.11 -0.11  0.16 -0.23  0.05  0.11 -0.55 -0.23 -0.22 -0.21 -0.19 -0.02 -0.01 -0.02  0.00 -0.03 -0.16 -0.18 -0.22 -0.24 -0.17 -0.17 -0.17 -0.17  0.13 -0.14 -0.27 -0.30 -0.56 -0.63 -0.36  0.03 -0.22  0.27 -0.17  0.01 -0.31  0.05  0.01  0.24 -0.38  0.14  0.03 -0.12 -0.11 -0.09 -0.04 -0.24 -0.20 -0.19 -0.03 -0.20  0.10 -0.17  0.18 -0.01 -0.01 -0.10  0.07  0.36  0.33  0.21 -0.01  0.09 -0.01  0.07 -0.02  0.05 -0.04  0.09  0.00  0.00 -0.03 -0.06 -0.04 -0.05 -0.01 -0.02 -0.01 -0.05  0.01  0.00 -0.02 -0.02 -0.01 -0.03  0.00  0.06 -0.03  0.02 -0.04  0.06 -0.02  0.02 -0.03  0.07 -0.04  0.13 -0.04  0.15 -0.03  0.00 -0.04 -0.02  0.08 -0.01 
x15:  -0.05  0.00  0.02 -0.04 -0.04  1.00 -0.02  0.14 -0.19  0.10  0.09 -0.02  0.04  0.01 -0.05  1.00  0.15 -0.04  0.00 -0.08 -0.08 -0.06  0.10 -0.06 -0.04 -0.01  0.04 -0.02 -0.01 -0.03 -0.02 -0.04  0.98  0.08  0.03  0.05  0.00  0.08 -0.01 -0.06  0.01 -0.02  0.00  0.10  0.13  0.12  0.11  0.07 -0.15 -0.15 -0.12 -0.14 -0.06 -0.09  0.96  0.20  0.93  0.06  0.07  0.09  0.11  0.15  0.16  0.16  0.16 -0.12  0.13  0.12  0.07 -0.01  0.02  0.02 -0.15  0.12  0.14 -0.11  0.92 -0.03 -0.16  0.16 -0.03 -0.06  0.03  0.08  0.02  0.03  0.04  0.07  0.01  0.01  0.02  0.04  0.00  0.06  0.05  0.00  0.92  0.89  0.15 -0.08 -0.03  0.03 -0.03  0.96  0.20  0.96  0.20  0.93  0.20  0.28  0.20  0.31  0.29  0.29  0.23  0.16  0.34  0.91  0.36  0.28  0.21  0.23  0.34  0.87  0.95  0.31  0.25  0.20  0.19  0.96  0.24  0.87  0.10  0.95  0.32  0.94  0.13  0.97  0.12  0.97  0.06  0.98  0.25  0.90  0.15  0.19 -0.04 
x16:   0.01 -0.13  0.02  0.09  0.00  0.11 -0.01  0.02 -0.06  0.23  0.03 -0.23 -0.10 -0.15 -0.11  0.15  1.00  0.34  0.26 -0.37  0.22 -0.20 -0.20  0.05  0.32  0.31  0.32  0.20  0.07  0.09  0.15  0.24  0.08 -0.31 -0.25 -0.25  0.21 -0.20  0.29 -0.10 -0.06 -0.29  0.23 -0.05  0.05 -0.01 -0.03  0.07  0.10  0.10  0.17  0.04 -0.08 -0.08  0.08  0.03  0.07 -0.06 -0.04  0.00  0.01  0.21  0.21  0.22  0.23 -0.14  0.11  0.07  0.06  0.09  0.16 -0.05  0.08  0.04 -0.04 -0.02  0.11  0.15  0.05  0.03 -0.30  0.00 -0.40 -0.19  0.31  0.30  0.30  0.23  0.42  0.40  0.40  0.22  0.39 -0.02  0.21 -0.02  0.07  0.04  0.27 -0.22  0.10  0.09 -0.04  0.07  0.16  0.07  0.16  0.09  0.15  0.24  0.16  0.28  0.27  0.17  0.12  0.10  0.19  0.07  0.26  0.21  0.00  0.29  0.30  0.13  0.07  0.28  0.19  0.22  0.13  0.08  0.06  0.12 -0.06  0.07  0.23  0.08  0.01  0.12  0.02  0.13 -0.07  0.09  0.28  0.09  0.03  0.06  0.01 
x17:   0.06 -0.26 -0.03  0.23  0.03 -0.05  0.18 -0.35  0.31  0.31 -0.15 -0.27 -0.33 -0.29 -0.26 -0.04  0.34  1.00  0.59 -0.04  0.75 -0.41 -0.63 -0.10  0.98  0.89  0.84  0.52  0.22  0.41  0.36  0.63 -0.10 -0.76 -0.56 -0.67  0.68 -0.61  0.60 -0.05  0.03 -0.61  0.73 -0.56 -0.23 -0.54 -0.56  0.08  0.72  0.71  0.70  0.62 -0.15 -0.07 -0.08 -0.47 -0.01 -0.17 -0.19 -0.17 -0.18  0.08  0.08  0.09  0.08  0.00 -0.09 -0.16 -0.09  0.29  0.35 -0.10  0.62 -0.23 -0.62  0.46 -0.10  0.32  0.59 -0.33 -0.22  0.18 -0.70 -0.37  0.78  0.78  0.77  0.61  0.81  0.85  0.84  0.60  0.85 -0.27  0.35 -0.05 -0.05 -0.02  0.19 -0.23  0.24  0.00 -0.04 -0.05 -0.09 -0.05 -0.09 -0.06 -0.09 -0.11 -0.09 -0.12 -0.11 -0.16 -0.08 -0.01 -0.15 -0.05 -0.12 -0.08 -0.02 -0.04  0.21 -0.10 -0.05 -0.12 -0.10 -0.12 -0.06 -0.07 -0.34 -0.12 -0.42 -0.05 -0.28 -0.08 -0.40 -0.10 -0.42 -0.10 -0.45 -0.06 -0.18 -0.07 -0.23 -0.38  0.05 
x18:   0.02 -0.08  0.00  0.09  0.01 -0.01  0.42 -0.24  0.15  0.25  0.00  0.10  0.24  0.09 -0.83  0.00  0.26  0.59  1.00  0.06  0.31 -0.90 -0.56 -0.55  0.54  0.34  0.30  0.30  0.12  0.09  0.21  0.26 -0.06 -0.52 -0.43 -0.55  0.42 -0.51  0.87  0.02 -0.10 -0.36  0.37 -0.38  0.04 -0.31 -0.36  0.34  0.56  0.55  0.56  0.47  0.13  0.19 -0.05 -0.30  0.00  0.05  0.06  0.10  0.11  0.13  0.13  0.14  0.13 -0.03  0.00  0.03  0.09  0.46  0.58  0.13  0.25 -0.01 -0.43  0.29 -0.07  0.39  0.21 -0.27 -0.35  0.43 -0.50 -0.27  0.35  0.34  0.32  0.22  0.54  0.50  0.48  0.22  0.50 -0.30  0.25 -0.18 -0.04 -0.02  0.12 -0.17 -0.20 -0.30 -0.23 -0.04 -0.12 -0.04 -0.11 -0.04 -0.09 -0.05 -0.12 -0.07 -0.06 -0.11 -0.02  0.00 -0.09 -0.03 -0.06 -0.06  0.02 -0.04  0.06 -0.05 -0.03 -0.07 -0.04 -0.07 -0.08 -0.05 -0.26 -0.04 -0.25 -0.04 -0.21 -0.04 -0.32 -0.05 -0.36 -0.03 -0.30 -0.03 -0.13 -0.03 -0.16 -0.29  0.03 
x19:   0.01  0.08 -0.07 -0.13  0.01 -0.07  0.16 -0.15  0.10 -0.07  0.08  0.22  0.11  0.13 -0.12 -0.08 -0.37 -0.04  0.06  1.00  0.01 -0.09 -0.05 -0.26 -0.03 -0.04 -0.05 -0.06 -0.02 -0.04 -0.04 -0.08 -0.06  0.12  0.10 -0.03  0.08 -0.04  0.00 -0.15  0.14 -0.06  0.05 -0.19 -0.06 -0.18 -0.18  0.08  0.18  0.17  0.13  0.17  0.09  0.06 -0.07 -0.18 -0.04  0.09  0.08  0.08  0.09 -0.08 -0.08 -0.09 -0.09  0.00 -0.02  0.03  0.06  0.10  0.08  0.10  0.07  0.02 -0.11  0.07 -0.07 -0.03  0.09 -0.08  0.12  0.23  0.14  0.07 -0.09 -0.08 -0.07 -0.03 -0.17 -0.16 -0.15 -0.08 -0.16 -0.09 -0.11 -0.15 -0.05 -0.03 -0.12  0.07 -0.13 -0.16  0.00 -0.05 -0.10 -0.05 -0.10 -0.06 -0.10 -0.13 -0.10 -0.15 -0.15 -0.13 -0.04 -0.05 -0.12 -0.05 -0.15 -0.12  0.00 -0.22 -0.20 -0.08 -0.05 -0.16 -0.09 -0.14 -0.08 -0.06 -0.13 -0.07 -0.04 -0.05 -0.23 -0.06 -0.10 -0.08 -0.10 -0.07 -0.05 -0.06 -0.22 -0.06 -0.10 -0.12 -0.01 
x20:   0.04 -0.18  0.04  0.32  0.01 -0.09 -0.16 -0.50  0.60  0.13 -0.41 -0.21 -0.29 -0.15  0.08 -0.08  0.22  0.75  0.31  0.01  1.00 -0.09 -0.74  0.17  0.80  0.77  0.69  0.37  0.15  0.35  0.28  0.53 -0.13 -0.72 -0.67 -0.78  0.74 -0.72  0.42 -0.13  0.30 -0.68  0.77 -0.60 -0.17 -0.64 -0.64 -0.34  0.71  0.75  0.71  0.62 -0.01  0.13 -0.12 -0.63 -0.05 -0.12 -0.18 -0.20 -0.26 -0.11 -0.14 -0.14 -0.16  0.26 -0.34 -0.49 -0.43 -0.16 -0.04 -0.51  0.60 -0.53 -0.49  0.36 -0.12  0.29  0.52 -0.45 -0.17  0.02 -0.75 -0.47  0.54  0.54  0.55  0.47  0.58  0.60  0.61  0.45  0.59 -0.28  0.06 -0.09 -0.07 -0.04 -0.06 -0.12  0.24 -0.06 -0.06 -0.08 -0.09 -0.07 -0.09 -0.09 -0.11 -0.16 -0.09 -0.14 -0.12 -0.23 -0.14 -0.04 -0.24 -0.06 -0.16 -0.12  0.00 -0.12  0.12 -0.12 -0.07 -0.15 -0.13 -0.15 -0.08 -0.11 -0.49 -0.15 -0.45 -0.08 -0.44 -0.11 -0.53 -0.14 -0.53 -0.13 -0.38 -0.11 -0.37 -0.11 -0.31 -0.53  0.02 
x21:   0.00 -0.01  0.03  0.07 -0.01 -0.05 -0.44  0.11  0.04 -0.30 -0.12 -0.23 -0.39 -0.21  0.93 -0.06 -0.20 -0.41 -0.90 -0.09 -0.09  1.00  0.31  0.68 -0.36 -0.20 -0.20 -0.21 -0.09 -0.01 -0.13 -0.14 -0.02  0.25  0.33  0.44 -0.37  0.29 -0.74  0.05  0.05  0.29 -0.30  0.19 -0.18  0.08  0.14 -0.40 -0.33 -0.33 -0.33 -0.26 -0.05 -0.06 -0.02  0.10 -0.04 -0.18 -0.20 -0.25 -0.26 -0.22 -0.22 -0.23 -0.22  0.11 -0.10 -0.15 -0.18 -0.45 -0.54 -0.25  0.00 -0.15  0.25 -0.15 -0.01 -0.28  0.03  0.13  0.36 -0.47  0.30  0.14 -0.27 -0.26 -0.26 -0.19 -0.42 -0.37 -0.35 -0.12 -0.36  0.14 -0.27  0.25 -0.02 -0.02 -0.16  0.24  0.43  0.42  0.33 -0.02  0.06 -0.02  0.05 -0.03  0.03 -0.05  0.06 -0.02 -0.02 -0.01 -0.05 -0.07 -0.04 -0.01 -0.03 -0.02 -0.06 -0.02 -0.05 -0.03 -0.02 -0.03 -0.05 -0.01  0.03 -0.02  0.08 -0.05  0.11 -0.02  0.05 -0.03  0.15 -0.04  0.17 -0.05  0.17 -0.04  0.01 -0.04  0.02  0.12 -0.02 
x22:  -0.04  0.10  0.00 -0.15 -0.02  0.11  0.11  0.48 -0.60 -0.05  0.40  0.16  0.15  0.10  0.12  0.10 -0.20 -0.63 -0.56 -0.05 -0.74  0.31  1.00  0.01 -0.66 -0.58 -0.49 -0.30 -0.14 -0.24 -0.26 -0.41  0.17  0.79  0.69  0.76 -0.55  0.85 -0.64  0.11 -0.06  0.58 -0.57  0.48  0.25  0.53  0.52  0.30 -0.76 -0.78 -0.79 -0.66 -0.22 -0.36  0.16  0.69  0.07  0.10  0.12  0.12  0.14  0.14  0.16  0.16  0.17 -0.31  0.37  0.48  0.41  0.09 -0.02  0.39 -0.53  0.48  0.43 -0.33  0.12 -0.18 -0.47  0.53  0.22 -0.29  0.70  0.52 -0.38 -0.37 -0.38 -0.30 -0.52 -0.50 -0.49 -0.26 -0.50  0.43 -0.09  0.14  0.10  0.07  0.12  0.18 -0.03  0.22  0.20  0.11  0.13  0.10  0.13  0.12  0.13  0.18  0.13  0.17  0.15  0.29  0.16  0.09  0.30  0.09  0.19  0.17  0.03  0.19  0.02  0.14  0.11  0.19  0.13  0.17  0.11  0.14  0.52  0.15  0.37  0.12  0.49  0.14  0.56  0.17  0.54  0.14  0.35  0.14  0.38  0.14  0.38  0.49 -0.03 
x23:   0.01 -0.05  0.09  0.14  0.00 -0.06 -0.33 -0.05  0.19 -0.16 -0.23 -0.28 -0.39 -0.24  0.68 -0.06  0.05 -0.10 -0.55 -0.26  0.17  0.68  0.01  1.00 -0.08 -0.01 -0.05 -0.06 -0.03  0.07 -0.01  0.05 -0.06 -0.12 -0.08  0.05 -0.20  0.05 -0.44 -0.03  0.02  0.02 -0.10  0.04 -0.25 -0.05  0.00 -0.38 -0.04 -0.03 -0.03  0.00 -0.10 -0.05 -0.05 -0.12 -0.06 -0.28 -0.32 -0.37 -0.41 -0.26 -0.26 -0.27 -0.27  0.22 -0.23 -0.24 -0.23 -0.31 -0.38 -0.24  0.20 -0.27 -0.04  0.07 -0.05 -0.11  0.22  0.01  0.18 -0.30 -0.09 -0.12 -0.07 -0.08 -0.09 -0.09 -0.11 -0.09 -0.08  0.00 -0.08  0.03 -0.19  0.05 -0.04 -0.03 -0.19  0.07  0.39  0.28  0.15 -0.04  0.02 -0.04  0.01 -0.05 -0.01 -0.05  0.02 -0.05 -0.04 -0.03 -0.10 -0.04 -0.08 -0.03 -0.06 -0.04 -0.01 -0.09 -0.06 -0.06 -0.04 -0.05 -0.06 -0.04  0.00 -0.05 -0.07 -0.07 -0.01 -0.04 -0.09 -0.05 -0.05 -0.07 -0.06 -0.07 -0.03 -0.06 -0.08 -0.05 -0.02 -0.07  0.00 
x24:   0.06 -0.25 -0.02  0.24  0.03 -0.06  0.09 -0.35  0.34  0.29 -0.21 -0.22 -0.28 -0.22 -0.20 -0.04  0.32  0.98  0.54 -0.03  0.80 -0.36 -0.66 -0.08  1.00  0.94  0.89  0.50  0.22  0.42  0.35  0.64 -0.10 -0.73 -0.59 -0.71  0.77 -0.64  0.56 -0.10  0.14 -0.66  0.80 -0.57 -0.15 -0.55 -0.57 -0.03  0.70  0.70  0.69  0.60 -0.14 -0.05 -0.08 -0.47 -0.02 -0.12 -0.14 -0.13 -0.15  0.08  0.06  0.08  0.06  0.05 -0.14 -0.23 -0.17  0.16  0.25 -0.21  0.58 -0.29 -0.56  0.42 -0.10  0.31  0.53 -0.35 -0.22  0.12 -0.71 -0.39  0.80  0.80  0.79  0.65  0.79  0.83  0.83  0.61  0.83 -0.24  0.30 -0.05 -0.05 -0.03  0.16 -0.23  0.22 -0.03 -0.06 -0.05 -0.07 -0.05 -0.07 -0.07 -0.08 -0.11 -0.07 -0.10 -0.09 -0.15 -0.09 -0.01 -0.16 -0.05 -0.12 -0.07 -0.02 -0.03  0.23 -0.10 -0.05 -0.10 -0.09 -0.12 -0.05 -0.08 -0.36 -0.12 -0.42 -0.05 -0.29 -0.08 -0.41 -0.11 -0.42 -0.10 -0.43 -0.07 -0.20 -0.08 -0.24 -0.39  0.05 
x25:   0.04 -0.20 -0.03  0.18  0.02 -0.03 -0.12 -0.27  0.29  0.25 -0.23 -0.33 -0.37 -0.29 -0.01 -0.01  0.31  0.89  0.34 -0.04  0.77 -0.20 -0.58 -0.01  0.94  1.00  0.98  0.48  0.21  0.46  0.32  0.65 -0.07 -0.64 -0.54 -0.65  0.77 -0.59  0.42 -0.16  0.18 -0.66  0.82 -0.41 -0.18 -0.40 -0.41 -0.20  0.55  0.56  0.56  0.45 -0.16 -0.10 -0.05 -0.40  0.00 -0.09 -0.11 -0.10 -0.12  0.09  0.07  0.07  0.06  0.07 -0.15 -0.31 -0.27 -0.04  0.03 -0.31  0.46 -0.31 -0.42  0.31 -0.04  0.18  0.42 -0.31 -0.19  0.04 -0.60 -0.35  0.78  0.80  0.80  0.70  0.71  0.76  0.76  0.57  0.75 -0.23  0.25 -0.04 -0.02  0.00  0.15 -0.28  0.21  0.00 -0.09 -0.02  0.00 -0.02  0.00 -0.03 -0.02 -0.05  0.00 -0.03 -0.03 -0.10 -0.06  0.02 -0.10 -0.02 -0.05 -0.02 -0.02  0.00  0.27 -0.04 -0.02 -0.04 -0.03 -0.06  0.01 -0.04 -0.28 -0.07 -0.33 -0.02 -0.19 -0.05 -0.33 -0.06 -0.29 -0.05 -0.31 -0.03 -0.14 -0.05 -0.20 -0.30  0.04 
x26:   0.03 -0.17 -0.03  0.13  0.01  0.03 -0.12 -0.12  0.13  0.29 -0.19 -0.32 -0.35 -0.27 -0.01  0.04  0.32  0.84  0.30 -0.05  0.69 -0.20 -0.49 -0.05  0.89  0.98  1.00  0.45  0.20  0.44  0.31  0.63 -0.01 -0.54 -0.49 -0.59  0.77 -0.52  0.37 -0.18  0.21 -0.64  0.81 -0.34 -0.12 -0.31 -0.33 -0.17  0.43  0.43  0.45  0.33 -0.15 -0.12  0.01 -0.25  0.04 -0.04 -0.05 -0.03 -0.05  0.13  0.12  0.13  0.11  0.03 -0.11 -0.25 -0.23 -0.05  0.00 -0.26  0.38 -0.25 -0.35  0.27  0.02  0.14  0.34 -0.22 -0.18  0.03 -0.51 -0.29  0.78  0.79  0.81  0.72  0.68  0.74  0.74  0.57  0.73 -0.18  0.27 -0.02  0.04  0.03  0.19 -0.30  0.18  0.00 -0.11  0.03  0.06  0.03  0.06  0.02  0.04  0.01  0.06  0.03  0.04  0.00 -0.03  0.06 -0.01  0.03  0.02  0.03  0.00  0.04  0.33  0.03  0.03  0.03  0.03  0.01  0.06  0.03 -0.15  0.00 -0.26  0.02 -0.07  0.02 -0.23  0.01 -0.18  0.01 -0.23  0.02 -0.05  0.01 -0.15 -0.17  0.03 
x27:   0.01 -0.18 -0.02  0.14 -0.01 -0.03  0.03 -0.19  0.13  0.19 -0.02 -0.19 -0.19 -0.18 -0.12 -0.02  0.20  0.52  0.30 -0.06  0.37 -0.21 -0.30 -0.06  0.50  0.48  0.45  1.00  0.14  0.21  0.23  0.37 -0.05 -0.37 -0.24 -0.31  0.35 -0.27  0.31 -0.02 -0.01 -0.32  0.39 -0.26 -0.12 -0.24 -0.26  0.03  0.35  0.35  0.36  0.29 -0.12 -0.09 -0.04 -0.24  0.00 -0.09 -0.10 -0.08 -0.09  0.08  0.08  0.09  0.09 -0.08  0.01 -0.09 -0.06  0.12  0.16 -0.07  0.29 -0.10 -0.26  0.19 -0.05  0.16  0.27 -0.17 -0.13  0.08 -0.34 -0.10  0.44  0.43  0.42  0.32  0.45  0.48  0.47  0.33  0.47 -0.13  0.22 -0.01 -0.02 -0.01  0.16 -0.13  0.15  0.03  0.00 -0.02 -0.06 -0.02 -0.06 -0.03 -0.06 -0.06 -0.06 -0.07 -0.07 -0.08 -0.03  0.01 -0.07 -0.02 -0.07 -0.04 -0.02  0.04  0.12 -0.05 -0.02 -0.06 -0.05 -0.07 -0.04 -0.03 -0.18 -0.06 -0.24 -0.02 -0.12 -0.04 -0.21 -0.05 -0.20 -0.05 -0.24 -0.03 -0.06 -0.03 -0.12 -0.20  0.00 
x28:  -0.02 -0.08 -0.01  0.02 -0.03 -0.01  0.00 -0.04  0.03  0.06 -0.01 -0.11 -0.11 -0.10 -0.04 -0.01  0.07  0.22  0.12 -0.02  0.15 -0.09 -0.14 -0.03  0.22  0.21  0.20  0.14  1.00  0.10  0.08  0.13 -0.02 -0.17 -0.12 -0.14  0.16 -0.14  0.14 -0.02 -0.01 -0.15  0.17 -0.08 -0.07 -0.07 -0.08  0.00  0.13  0.12  0.14  0.10 -0.05 -0.02 -0.01 -0.07  0.00 -0.03 -0.03 -0.03 -0.03  0.04  0.04  0.04  0.04 -0.02 -0.01 -0.04 -0.03  0.04  0.05 -0.03  0.12 -0.04 -0.09  0.08 -0.01  0.04  0.12 -0.06 -0.05  0.08 -0.14 -0.08  0.18  0.19  0.19  0.17  0.21  0.21  0.21  0.14  0.22 -0.04  0.13  0.03 -0.01  0.00  0.06 -0.09  0.02 -0.03 -0.02 -0.01  0.01 -0.01  0.00 -0.01  0.00 -0.01  0.01 -0.01 -0.01 -0.01 -0.01  0.00 -0.01 -0.01  0.00 -0.01 -0.01  0.00  0.06 -0.02 -0.01 -0.01  0.01 -0.01  0.01 -0.01 -0.05 -0.02 -0.09 -0.01 -0.02 -0.01 -0.07 -0.02 -0.07 -0.02 -0.09 -0.01 -0.02 -0.01 -0.02 -0.05 -0.02 
x29:   0.04 -0.12 -0.02  0.12  0.04 -0.04 -0.06 -0.11  0.14  0.06 -0.10 -0.21 -0.28 -0.22  0.07 -0.03  0.09  0.41  0.09 -0.04  0.35 -0.01 -0.24  0.07  0.42  0.46  0.44  0.21  0.10  1.00  0.14  0.36 -0.05 -0.29 -0.21 -0.24  0.31 -0.23  0.12 -0.01  0.07 -0.26  0.37 -0.21 -0.17 -0.21 -0.21 -0.07  0.27  0.26  0.25  0.24 -0.14 -0.11 -0.04 -0.20 -0.01 -0.16 -0.19 -0.19 -0.20 -0.01 -0.02 -0.01 -0.02  0.03 -0.07 -0.14 -0.11  0.00  0.02 -0.14  0.29 -0.15 -0.24  0.21 -0.05  0.06  0.27 -0.12  0.00  0.00 -0.24 -0.13  0.34  0.35  0.35  0.31  0.30  0.32  0.32  0.25  0.33 -0.14  0.08  0.01 -0.03 -0.01  0.05 -0.05  0.21  0.12  0.06 -0.03  0.01 -0.02  0.01 -0.03 -0.01 -0.07  0.01 -0.06 -0.06 -0.06 -0.03 -0.01 -0.06 -0.02 -0.07 -0.05 -0.02 -0.03  0.09 -0.04 -0.02 -0.06 -0.07 -0.06  0.01 -0.03 -0.13 -0.06 -0.17 -0.02 -0.10 -0.04 -0.13 -0.05 -0.15 -0.06 -0.19 -0.04 -0.09 -0.04 -0.13 -0.11  0.03 
