Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  x128  x129  x130  x131  x132  x133  x134  x135  x136  x137  x138  x139  x140  x141  x142  x143  x144  x145  x146  x147  x148  x149  x150  x151  x152  x153  x154  x155  x156  x157  x158  x159  x160  x161  x162  x163  x164  x165  x166  x167  x168  x169  x170  x171  x172  x173  x174  x175  x176  x177  x178  x179  x180  x181  x182  x183  x184  x185  x186  x187  x188  x189  x190  x191  x192  x193  x194  x195  x196  x197  x198  x199  x200  x201  x202  x203  x204  x205  x206  x207  x208  x209  x210  x211  x212  
x10:  -0.15 -0.15 -0.08  0.13  0.06 -0.08  0.18  0.66  0.37  0.47  1.00 -0.59 -0.24 -0.46 -0.08 -0.30  0.04 -0.53 -0.12 -0.06 -0.58 -0.21  0.10  0.12  0.12  0.27  0.66  0.14  0.51 -0.34 -0.10  0.24  0.65  0.23  0.70  0.08  0.16  0.11  0.12 -0.02 -0.03  0.07  0.14  0.14  0.09  0.08  0.09  0.20  0.11  0.09  0.14 -0.05 -0.02  0.08  0.16  0.09  0.07 -0.05  0.01 -0.11 -0.06  0.02  0.13 -0.14 -0.03  0.07  0.29 -0.29 -0.12 -0.03  0.21  0.01  0.22 -0.13 -0.08 -0.01  0.26 -0.18  0.02 -0.08 -0.07 -0.24 -0.06  0.14  0.23 -0.13  0.00 -0.04 -0.01  0.04  0.12 -0.04  0.01  0.14  0.14  0.11  0.22 -0.20 -0.08 -0.06 -0.06  0.01  0.04  0.09  0.18  0.10  0.22 -0.21 -0.05  0.06  0.20  0.04  0.18  0.03  0.01 -0.19 -0.07 -0.04  0.12  0.13  0.23  0.05  0.05 -0.04 -0.03 -0.14  0.00 -0.11 -0.03  0.03  0.13  0.00  0.10  0.10  0.22 -0.02  0.20 -0.17 -0.04 -0.16  0.01  0.13  0.15  0.13  0.14  0.16  0.09  0.05  0.10  0.15  0.05  0.05  0.21  0.08  0.10 -0.22 -0.09  0.06  0.05  0.04  0.14 -0.14 -0.07  0.08  0.12  0.02  0.05  0.04  0.03  0.10  0.14  0.00 -0.09  0.13  0.15  0.03  0.04  0.03 -0.06  0.06  0.11 -0.01  0.04 -0.03  0.05  0.02  0.10 -0.13 -0.06  0.11  0.12  0.05  0.15  0.03  0.11 -0.03  0.03 -0.07  0.10  0.07  0.13 -0.03  0.07 -0.01  0.17 -0.15 -0.05  0.03 -0.02 -0.13 -0.08  0.04 -0.02 
x11:   0.02  0.02  0.03 -0.22 -0.22  0.11 -0.24 -0.73  0.05 -0.16 -0.59  1.00  0.08  0.87  0.03  0.70  0.00  0.86  0.06  0.15  0.52  0.63  0.03  0.02 -0.01 -0.06 -0.45 -0.01 -0.33  0.62  0.07 -0.07 -0.44 -0.10 -0.50 -0.10 -0.18 -0.12 -0.15  0.16  0.09 -0.07 -0.13 -0.15 -0.02  0.10  0.07 -0.14 -0.05 -0.11 -0.16  0.01 -0.02 -0.11 -0.19 -0.02 -0.01  0.12  0.01  0.13  0.04  0.00 -0.10  0.22  0.07 -0.04 -0.28  0.37  0.08  0.01 -0.21 -0.02 -0.23  0.15  0.06  0.04 -0.23  0.22 -0.07  0.02  0.02  0.27 -0.05  0.10 -0.03  0.22  0.02  0.03  0.03  0.07 -0.03  0.01 -0.04  0.00 -0.04 -0.02 -0.14  0.24  0.03  0.04  0.03  0.09  0.06 -0.14 -0.23  0.05 -0.11  0.22 -0.01 -0.10 -0.21 -0.07 -0.17 -0.03 -0.02  0.23  0.03  0.05 -0.11 -0.05 -0.15 -0.11 -0.11  0.02  0.01  0.12 -0.06  0.23  0.02  0.02 -0.09  0.03 -0.07 -0.09 -0.22  0.03 -0.17  0.23  0.05  0.20  0.01  0.05  0.05  0.08  0.07  0.10  0.10  0.00 -0.02 -0.23 -0.08 -0.09 -0.20  0.19  0.12  0.24  0.05  0.00 -0.01  0.13  0.03  0.25  0.06  0.15  0.08 -0.06 -0.08  0.06  0.06  0.06  0.03  0.07  0.22 -0.03 -0.13  0.04  0.00  0.02  0.13  0.10  0.10  0.14  0.03  0.17 -0.01  0.14 -0.04  0.16 -0.04  0.00 -0.05 -0.01 -0.12  0.03 -0.07  0.03 -0.09  0.00 -0.08  0.00 -0.10  0.09 -0.05  0.04 -0.16  0.17 -0.09 -0.11  0.06  0.16 -0.01 -0.05  0.06 
x12:   0.10  0.10  0.00  0.16  0.36 -0.03  0.28  0.02 -0.49 -0.27 -0.24  0.08  1.00  0.09  0.85 -0.03  0.49  0.11  0.79  0.28  0.25  0.10  0.57  0.00  0.04 -0.13 -0.15 -0.08 -0.14  0.14  0.59 -0.16 -0.17 -0.20 -0.22 -0.19 -0.15 -0.05  0.01  0.07  0.19 -0.10 -0.08  0.03 -0.14 -0.01  0.00 -0.01 -0.19 -0.14 -0.07 -0.01  0.09 -0.18 -0.05 -0.04  0.02 -0.03  0.08 -0.08 -0.01  0.00  0.03  0.03  0.22 -0.15 -0.12  0.01  0.30 -0.05 -0.01 -0.09 -0.03 -0.05  0.10 -0.09  0.00  0.00  0.21 -0.01  0.07  0.01  0.29  0.09  0.12  0.11  0.25 -0.03 -0.02 -0.07  0.02  0.01  0.05 -0.04  0.06 -0.06  0.04  0.02  0.16 -0.02  0.03 -0.01  0.04 -0.09 -0.03  0.02  0.08 -0.02  0.15 -0.10 -0.05 -0.06  0.00 -0.01  0.02  0.02  0.17 -0.01  0.08 -0.08 -0.02 -0.06 -0.04  0.00  0.10  0.03  0.14 -0.02  0.18 -0.04  0.00  0.02  0.07 -0.01  0.03 -0.07  0.03 -0.02  0.11 -0.05  0.16 -0.01  0.01  0.10  0.12  0.09  0.16  0.01  0.02 -0.03 -0.11 -0.04 -0.01  0.04  0.11  0.02  0.21 -0.09 -0.04  0.00  0.08 -0.06  0.17  0.01  0.05 -0.04 -0.06  0.04  0.06 -0.01  0.00  0.09 -0.02 -0.03  0.06  0.08  0.08  0.01 -0.08 -0.03  0.05 -0.01  0.07 -0.06  0.14 -0.07  0.10 -0.05  0.14 -0.07 -0.02  0.01  0.03 -0.01  0.04 -0.11  0.00 -0.03  0.01 -0.02  0.02 -0.01  0.02 -0.15 -0.02 -0.08  0.23  0.09 -0.08 -0.04  0.16  0.07 -0.06 
x13:   0.00  0.00  0.03 -0.21 -0.21  0.08 -0.22 -0.59  0.19  0.00 -0.46  0.87  0.09  1.00  0.22  0.69  0.06  0.87  0.15  0.12  0.48  0.64  0.12  0.02  0.00  0.00 -0.39  0.14 -0.19  0.67  0.18  0.08 -0.30  0.04 -0.38 -0.08 -0.17 -0.08 -0.12  0.17  0.13 -0.06 -0.12 -0.10 -0.02  0.14  0.11 -0.09 -0.04 -0.08 -0.12  0.03  0.00 -0.11 -0.17 -0.02 -0.01  0.17  0.05  0.09  0.01  0.00 -0.09  0.21  0.05 -0.05 -0.27  0.34  0.06  0.00 -0.18 -0.01 -0.19  0.10  0.02  0.03 -0.18  0.20 -0.09  0.01  0.00  0.23 -0.06  0.16  0.04  0.22  0.02  0.00  0.02  0.09 -0.01  0.03  0.01  0.01  0.00 -0.01 -0.12  0.22  0.02  0.06  0.05  0.12  0.09 -0.12 -0.19  0.06 -0.11  0.24  0.04 -0.13 -0.23 -0.06 -0.15  0.01  0.00  0.29  0.09  0.04 -0.11 -0.05 -0.13 -0.11 -0.12  0.01  0.00  0.12 -0.03  0.26  0.05  0.02 -0.09  0.04 -0.06 -0.07 -0.22  0.04 -0.17  0.22  0.04  0.23  0.03  0.11  0.12  0.15  0.14  0.18  0.15  0.02  0.03 -0.23 -0.09 -0.07 -0.17  0.23  0.15  0.24  0.06  0.02 -0.03  0.16  0.08  0.23  0.03  0.20  0.13 -0.07 -0.08  0.09  0.10  0.09  0.06  0.13  0.26  0.01 -0.11  0.05 -0.02  0.08  0.17  0.15  0.15  0.18  0.05  0.19  0.02  0.17  0.00  0.13 -0.06  0.02 -0.03  0.01 -0.09  0.04 -0.05  0.01 -0.09 -0.02 -0.04 -0.02 -0.11  0.10 -0.08  0.00 -0.15  0.17 -0.06 -0.07  0.06  0.15 -0.03 -0.01  0.09 
x14:   0.06  0.06 -0.01  0.14  0.32 -0.01  0.26  0.14 -0.32 -0.04 -0.08  0.03  0.85  0.22  1.00 -0.02  0.50  0.16  0.80  0.22  0.21  0.19  0.67  0.05  0.06  0.03 -0.05  0.10  0.02  0.20  0.67  0.01 -0.02  0.00 -0.07 -0.18 -0.16 -0.02  0.01  0.08  0.22 -0.07 -0.05  0.08 -0.11  0.03  0.03  0.02 -0.16 -0.11 -0.07 -0.01  0.08 -0.16 -0.05 -0.02  0.02 -0.03  0.05 -0.09 -0.05  0.01  0.04  0.00  0.15 -0.19 -0.11 -0.04  0.20 -0.09  0.00 -0.11 -0.02 -0.06  0.07 -0.12  0.00 -0.06  0.12 -0.02  0.04 -0.04  0.23  0.17  0.22  0.09  0.23 -0.04 -0.01  0.00  0.06  0.06  0.08  0.01  0.11 -0.02  0.08  0.02  0.14 -0.01  0.02  0.06  0.08 -0.07 -0.01  0.06  0.11 -0.01  0.15 -0.11 -0.06 -0.01  0.05  0.00 -0.01  0.08  0.20 -0.02  0.09 -0.07  0.00 -0.07 -0.05 -0.01  0.07  0.03  0.13  0.06  0.19 -0.03  0.02  0.06  0.09 -0.01  0.02 -0.07  0.04  0.00  0.09 -0.01  0.15  0.03  0.07  0.21  0.24  0.16  0.18  0.03  0.10 -0.04 -0.12  0.01  0.00  0.09  0.15  0.02  0.20 -0.06 -0.02  0.08  0.15 -0.06  0.12  0.08  0.11 -0.06 -0.07  0.07  0.09  0.03  0.04  0.17  0.05  0.02  0.08  0.07  0.08  0.08 -0.03  0.06  0.15  0.05  0.06  0.00  0.14 -0.01  0.12 -0.07  0.08  0.00  0.03  0.04  0.07  0.04  0.07 -0.15 -0.06 -0.04  0.07 -0.01  0.03  0.00 -0.05 -0.14 -0.01 -0.07  0.19  0.11 -0.07 -0.04  0.11  0.09 -0.06 
x15:   0.00  0.00  0.06 -0.15 -0.15  0.01 -0.17 -0.48  0.21  0.05 -0.30  0.70 -0.03  0.69 -0.02  1.00  0.45  0.63 -0.05  0.04  0.29  0.59  0.12  0.05  0.05  0.09 -0.23  0.07 -0.19  0.50  0.00  0.06 -0.24  0.02 -0.31 -0.08 -0.13 -0.04 -0.06  0.09  0.04 -0.06 -0.11 -0.06  0.02  0.06  0.06 -0.04  0.02 -0.05 -0.09 -0.03 -0.06 -0.05 -0.09  0.02  0.05  0.20  0.10  0.15  0.08  0.04 -0.01  0.09 -0.04 -0.01 -0.16  0.25  0.03  0.03 -0.10  0.00 -0.12  0.15  0.07  0.04 -0.12  0.17 -0.09  0.05  0.02  0.19 -0.10  0.34  0.22  0.20  0.03 -0.03 -0.02  0.05 -0.03  0.04  0.03  0.00 -0.03  0.01 -0.07  0.16 -0.02  0.06  0.04  0.08  0.06 -0.03 -0.09  0.05 -0.06  0.17  0.00 -0.14 -0.18 -0.13 -0.16  0.00  0.00  0.17  0.02  0.04 -0.06 -0.03 -0.10 -0.14 -0.15 -0.06 -0.06  0.09 -0.05  0.16  0.03  0.05 -0.02  0.05 -0.02 -0.01 -0.11  0.01 -0.11  0.21  0.08  0.15  0.00  0.07  0.06  0.17  0.17  0.13  0.10  0.01  0.01 -0.20 -0.08 -0.10 -0.13  0.43  0.37  0.23  0.09  0.02  0.01  0.14  0.06  0.20  0.04  0.16  0.10 -0.10 -0.12 -0.02 -0.03  0.13  0.13  0.03  0.11  0.01 -0.07  0.12  0.09  0.05  0.09  0.14  0.14  0.12  0.01  0.15 -0.01  0.12 -0.03  0.15  0.00 -0.02 -0.05  0.02 -0.08  0.04  0.00 -0.03 -0.14 -0.04 -0.09  0.01 -0.03  0.13  0.05  0.08 -0.04  0.07 -0.12 -0.05  0.09  0.08 -0.07 -0.05  0.07 
x16:   0.03  0.03  0.02  0.13  0.28 -0.09  0.18  0.15 -0.09  0.06  0.04  0.00  0.49  0.06  0.50  0.45  1.00  0.06  0.34  0.09  0.03  0.18  0.50  0.08  0.10  0.16  0.10  0.08  0.07  0.10  0.32  0.10  0.09  0.05  0.01 -0.14 -0.09  0.01  0.02  0.01  0.09 -0.08 -0.05  0.10 -0.03  0.02  0.04  0.08 -0.07 -0.07 -0.08 -0.08 -0.01 -0.03  0.00  0.05  0.10  0.06  0.10 -0.01  0.03  0.03  0.08 -0.06  0.04 -0.09  0.02 -0.05  0.18 -0.04  0.06 -0.08  0.02  0.00  0.09 -0.06  0.07 -0.06  0.08  0.01  0.04 -0.04  0.12  0.38  0.38  0.07  0.21 -0.07 -0.06 -0.01  0.03  0.07  0.06  0.06  0.06  0.00  0.11 -0.03  0.05  0.00  0.01  0.04  0.05  0.01  0.04  0.02  0.12 -0.04  0.10 -0.16 -0.04 -0.09 -0.01  0.03  0.04  0.01  0.13 -0.01  0.12 -0.01  0.04 -0.14 -0.14 -0.04  0.01 -0.02  0.06 -0.02  0.15  0.03  0.09  0.07  0.14  0.07  0.15 -0.07  0.08  0.02  0.12 -0.03  0.08  0.05  0.06  0.22  0.23  0.15  0.14  0.02  0.06 -0.02 -0.10 -0.06  0.00  0.44  0.48  0.01  0.18 -0.04 -0.04  0.09  0.10 -0.03  0.07  0.11  0.12 -0.15 -0.15 -0.03 -0.04  0.12  0.16  0.04 -0.07  0.04  0.11  0.13  0.18  0.07 -0.05  0.07  0.13  0.03  0.01  0.05  0.09  0.04  0.09 -0.02  0.12 -0.03 -0.01  0.08  0.04  0.04  0.10 -0.11 -0.09 -0.05  0.03  0.03  0.05  0.05  0.10  0.02  0.09 -0.09  0.06  0.08  0.02 -0.08 -0.02  0.03  0.03 
x17:   0.04  0.04  0.04 -0.18 -0.17  0.09 -0.18 -0.62  0.08 -0.07 -0.53  0.86  0.11  0.87  0.16  0.63  0.06  1.00  0.22  0.12  0.50  0.61  0.12  0.02  0.00 -0.08 -0.46  0.09 -0.23  0.65  0.17 -0.02 -0.37 -0.08 -0.45 -0.09 -0.18 -0.08 -0.10  0.17  0.14 -0.08 -0.12 -0.12 -0.06  0.14  0.11 -0.11 -0.08 -0.09 -0.13  0.06  0.05 -0.12 -0.16  0.01  0.02  0.14  0.03  0.09  0.01  0.00 -0.09  0.18  0.07 -0.08 -0.26  0.32  0.12 -0.04 -0.17 -0.05 -0.17  0.14  0.06 -0.01 -0.18  0.18 -0.04  0.04  0.05  0.25  0.01  0.11  0.01  0.22  0.04  0.00  0.02  0.09 -0.01  0.06  0.02  0.02  0.00 -0.02 -0.10  0.26  0.07  0.09  0.08  0.08  0.06 -0.09 -0.17  0.04 -0.08  0.23  0.05 -0.14 -0.21 -0.03 -0.13  0.01  0.01  0.24  0.09  0.05 -0.05 -0.04 -0.11 -0.12 -0.12  0.01  0.03  0.08 -0.05  0.22  0.06  0.02 -0.07  0.05 -0.02 -0.10 -0.18  0.00 -0.13  0.20  0.05  0.19  0.03  0.06  0.07  0.09  0.09  0.11  0.12 -0.03 -0.02 -0.24 -0.10 -0.06 -0.17  0.17  0.10  0.24  0.09 -0.02 -0.04  0.09  0.03  0.21  0.03  0.15  0.09 -0.08 -0.07  0.08  0.09  0.07  0.04  0.15  0.21 -0.01 -0.11  0.02 -0.02  0.08  0.14  0.09  0.07  0.13  0.02  0.23  0.02  0.19  0.03  0.14 -0.03  0.04  0.00  0.01 -0.10  0.05 -0.03 -0.02 -0.10 -0.03 -0.06  0.02 -0.06  0.13 -0.03  0.02 -0.14  0.12 -0.07 -0.06  0.06  0.15 -0.04 -0.03  0.04 
x18:   0.08  0.08  0.01  0.14  0.32 -0.03  0.24  0.06 -0.34 -0.15 -0.12  0.06  0.79  0.15  0.80 -0.05  0.34  0.22  1.00  0.28  0.22  0.17  0.56  0.04  0.06 -0.07 -0.14  0.07 -0.02  0.20  0.59 -0.07 -0.09 -0.11 -0.15 -0.13 -0.11 -0.05  0.00  0.07  0.21 -0.15 -0.12  0.03 -0.14  0.07  0.07 -0.02 -0.19 -0.14 -0.07 -0.01  0.08 -0.17 -0.03  0.01  0.05 -0.07 -0.02 -0.06 -0.03  0.05  0.08 -0.03  0.11 -0.15 -0.13 -0.05  0.18 -0.06 -0.02 -0.09 -0.04 -0.01  0.07 -0.11 -0.02 -0.08  0.09  0.01  0.09 -0.03  0.19  0.11  0.16  0.06  0.22 -0.02  0.00  0.00  0.07  0.06  0.06  0.05  0.14  0.00  0.10  0.02  0.15  0.03  0.07  0.00  0.04 -0.06  0.01  0.07  0.13 -0.01  0.13 -0.09 -0.05  0.00  0.07  0.04  0.05  0.03  0.15  0.05  0.13  0.01  0.06 -0.06 -0.04 -0.02  0.10 -0.02  0.07  0.01  0.10 -0.02  0.03  0.10  0.12  0.02  0.04 -0.01  0.10 -0.05  0.05 -0.05  0.09  0.00  0.02  0.13  0.14  0.08  0.13 -0.02  0.01 -0.01 -0.11 -0.02  0.03  0.00  0.04  0.02  0.18 -0.05 -0.03  0.00  0.10 -0.07  0.07  0.01  0.04 -0.02 -0.04  0.05  0.07  0.06  0.06  0.12  0.01  0.03  0.10  0.09  0.08  0.07 -0.04  0.02  0.07  0.05  0.08  0.00  0.15 -0.01  0.12 -0.06  0.05  0.05  0.09  0.08  0.13  0.02  0.04 -0.17 -0.09 -0.04  0.02 -0.01  0.09  0.03  0.02 -0.13  0.00 -0.07  0.10  0.08 -0.04 -0.07  0.08  0.11  0.00 
x19:   0.03  0.03  0.01  0.05  0.09 -0.01  0.07 -0.11 -0.15 -0.28 -0.06  0.15  0.28  0.12  0.22  0.04  0.09  0.12  0.28  1.00  0.54  0.06  0.10  0.16  0.17 -0.13 -0.05 -0.14 -0.02  0.14  0.17 -0.15 -0.05 -0.17 -0.05 -0.08 -0.01  0.04  0.11  0.01  0.02 -0.03  0.00 -0.02 -0.03  0.10  0.10  0.00 -0.06 -0.04  0.03 -0.02  0.00 -0.09  0.02  0.11  0.18 -0.02 -0.03 -0.06 -0.06 -0.04 -0.05 -0.02  0.04 -0.10  0.00  0.02  0.05 -0.02  0.01 -0.01 -0.01  0.01  0.04 -0.06 -0.02  0.03  0.00 -0.02 -0.04  0.17  0.18  0.00  0.02  0.02  0.07 -0.01 -0.02  0.05  0.05  0.07  0.02  0.09  0.13  0.13  0.13  0.01 -0.03 -0.10 -0.09 -0.06 -0.06 -0.05  0.00  0.03  0.04  0.06  0.02 -0.07 -0.06 -0.01 -0.01  0.02  0.06  0.06  0.02  0.03  0.03  0.06  0.07 -0.08 -0.09  0.03 -0.01  0.08  0.05 -0.01 -0.06  0.04  0.09  0.06  0.08  0.03  0.07  0.04  0.08  0.02  0.02  0.00 -0.03  0.03  0.04  0.03  0.06  0.04  0.00 -0.05 -0.04 -0.05 -0.03 -0.03 -0.03 -0.02  0.01  0.04  0.00 -0.03  0.04 -0.02  0.02 -0.02  0.00  0.01 -0.04 -0.05 -0.10  0.00  0.00  0.04  0.05  0.04 -0.01  0.11  0.12 -0.01 -0.02  0.04  0.01  0.04  0.07  0.13  0.14  0.06  0.02  0.09  0.05  0.03  0.05  0.04  0.04 -0.03  0.03  0.07  0.03 -0.05 -0.06 -0.09 -0.01  0.07  0.02  0.08  0.11 -0.17 -0.05  0.08  0.22 -0.03 -0.09  0.09  0.10  0.10  0.09 
x20:   0.02  0.02  0.07 -0.12 -0.08  0.02 -0.18 -0.44 -0.15 -0.04 -0.58  0.52  0.25  0.48  0.21  0.29  0.03  0.50  0.22  0.54  1.00  0.33  0.11  0.20  0.20 -0.01 -0.42  0.06 -0.26  0.39  0.22  0.05 -0.36  0.05 -0.43 -0.09 -0.15 -0.07 -0.09  0.04  0.05 -0.09 -0.12 -0.01 -0.01  0.14  0.14 -0.10 -0.10 -0.08 -0.11  0.02  0.02 -0.05 -0.10  0.16  0.19  0.02 -0.05  0.03 -0.03 -0.01 -0.09  0.02 -0.03 -0.06 -0.19  0.18  0.04  0.04 -0.13  0.01 -0.14  0.08  0.05  0.04 -0.16  0.06 -0.11  0.05  0.03  0.28  0.09 -0.01 -0.08  0.08 -0.03 -0.03 -0.04  0.18  0.10  0.11  0.02  0.15  0.15  0.19  0.04  0.15  0.00  0.00  0.02  0.04  0.00 -0.10 -0.17  0.06 -0.10  0.16  0.00 -0.07 -0.20  0.03 -0.13  0.03  0.02  0.13 -0.02  0.09 -0.07  0.11 -0.03 -0.10 -0.11  0.01 -0.01  0.15  0.02  0.14  0.01  0.09 -0.02  0.09 -0.01 -0.04 -0.12  0.10 -0.09  0.16  0.01  0.15 -0.05  0.02  0.00  0.02  0.01  0.03  0.01 -0.01 -0.04 -0.14 -0.04  0.04 -0.15  0.02 -0.02  0.15  0.01 -0.03 -0.04  0.03 -0.04  0.10 -0.02  0.02 -0.05 -0.06 -0.11  0.06  0.05  0.05  0.01  0.08  0.15  0.17  0.05 -0.03 -0.01  0.09  0.18  0.07  0.05  0.17  0.08  0.23  0.10  0.24  0.14  0.07 -0.01  0.14  0.11 -0.03 -0.11  0.11  0.01  0.00 -0.09  0.06 -0.03  0.04 -0.07  0.07 -0.09 -0.04 -0.21  0.19  0.10 -0.03  0.02  0.19  0.01  0.03  0.11 
x21:   0.04  0.04  0.05 -0.11 -0.11  0.07 -0.10 -0.39  0.11  0.23 -0.21  0.63  0.10  0.64  0.19  0.59  0.18  0.61  0.17  0.06  0.33  1.00  0.62  0.08  0.06  0.09 -0.22  0.12 -0.15  0.56  0.21  0.08 -0.21  0.04 -0.28 -0.02 -0.07 -0.04 -0.08  0.14  0.12 -0.12 -0.15 -0.03  0.01  0.09  0.07 -0.02 -0.01 -0.09 -0.09  0.01  0.00 -0.06 -0.13  0.04  0.06  0.14  0.06  0.07  0.01  0.05 -0.01  0.10  0.02 -0.07 -0.18  0.21  0.05  0.03 -0.07 -0.05 -0.14  0.08  0.02  0.00 -0.11  0.12 -0.06 -0.02 -0.01  0.11 -0.05  0.26  0.17  0.18  0.07 -0.01  0.01  0.09  0.01  0.11  0.08  0.07  0.02  0.05 -0.04  0.18  0.02  0.01  0.01  0.10  0.12 -0.11 -0.15  0.06 -0.05  0.15  0.00 -0.08 -0.16 -0.11 -0.15 -0.02  0.00  0.19  0.05  0.02 -0.08 -0.07 -0.14 -0.08 -0.08 -0.01  0.00  0.08 -0.02  0.20  0.10  0.01 -0.08  0.06 -0.03 -0.04 -0.19 -0.01 -0.14  0.17  0.07  0.14  0.03  0.08  0.14  0.23  0.25  0.20  0.18  0.04  0.08 -0.18 -0.08 -0.04 -0.11  0.29  0.22  0.20  0.09 -0.01  0.01  0.24  0.20  0.17  0.03  0.24  0.19 -0.01 -0.06  0.13  0.13  0.09  0.08  0.11  0.17  0.04 -0.06  0.11  0.10  0.06  0.10  0.15  0.21  0.14  0.04  0.20  0.03  0.16  0.02  0.11  0.01  0.09  0.06  0.05 -0.05  0.08  0.00 -0.03 -0.08 -0.04 -0.06  0.00 -0.02  0.07  0.01  0.01 -0.11  0.09 -0.05 -0.06  0.03  0.09 -0.03 -0.04  0.05 
x22:   0.07  0.08  0.02  0.13  0.25  0.00  0.23  0.17 -0.16  0.22  0.10  0.03  0.57  0.12  0.67  0.12  0.50  0.12  0.56  0.10  0.11  0.62  1.00  0.10  0.10  0.13  0.05  0.12  0.05  0.23  0.52  0.08  0.04  0.04 -0.01 -0.09 -0.04 -0.01  0.01  0.08  0.19 -0.14 -0.10  0.12 -0.05  0.04  0.04  0.07 -0.11 -0.09 -0.03 -0.03  0.06 -0.10 -0.03  0.04  0.09  0.00  0.06 -0.06 -0.04  0.02  0.08 -0.05  0.06 -0.16 -0.05 -0.06  0.15 -0.04  0.08 -0.12  0.01 -0.06  0.04 -0.11  0.04 -0.07  0.06 -0.04  0.02 -0.09  0.12  0.31  0.35  0.09  0.21 -0.03  0.00  0.03  0.08  0.09  0.10  0.08  0.12  0.03  0.12  0.02  0.07 -0.05 -0.02  0.03  0.11 -0.10 -0.02  0.07  0.12 -0.02  0.07 -0.08 -0.04 -0.09 -0.01 -0.01  0.03  0.04  0.10 -0.03  0.07 -0.07 -0.02 -0.05 -0.03 -0.03  0.06  0.02  0.08  0.05  0.19 -0.03  0.00  0.05  0.07  0.00  0.00 -0.09  0.03  0.02  0.08 -0.03  0.09  0.02  0.11  0.26  0.30  0.20  0.22  0.04  0.11 -0.04 -0.08  0.00  0.02  0.24  0.27  0.05  0.16 -0.06  0.00  0.21  0.27 -0.02  0.08  0.17  0.17 -0.03 -0.07  0.12  0.12  0.05  0.08  0.14  0.02  0.06  0.10  0.12  0.16  0.08 -0.03  0.10  0.21  0.07  0.08  0.09  0.13  0.06  0.12 -0.03  0.10  0.07  0.10  0.02  0.04  0.08  0.08 -0.15 -0.08 -0.07  0.04 -0.02  0.03  0.00  0.04 -0.05  0.00 -0.07  0.11  0.08 -0.04 -0.06  0.06  0.03 -0.03 
x23:  -0.34 -0.34 -0.04  0.00 -0.02  0.00 -0.03  0.13  0.16  0.17  0.12  0.02  0.00  0.02  0.05  0.05  0.08  0.02  0.04  0.16  0.20  0.08  0.10  1.00  0.96  0.24  0.18  0.12  0.09 -0.02 -0.02  0.24  0.20  0.24  0.17  0.02 -0.06  0.01 -0.02 -0.01 -0.01 -0.19 -0.16  0.12  0.08  0.31  0.35  0.13  0.07  0.01 -0.02 -0.13 -0.11  0.12  0.11  0.58  0.61 -0.05 -0.06 -0.02 -0.04 -0.03  0.01 -0.17 -0.12  0.05  0.08 -0.14 -0.11 -0.07  0.00 -0.04  0.01 -0.03 -0.04 -0.03  0.02 -0.11 -0.12  0.06  0.02  0.00 -0.03  0.04  0.07 -0.11 -0.09 -0.18 -0.19  0.59  0.56  0.05 -0.04  0.59  0.63  0.70  0.63 -0.06 -0.10 -0.08 -0.08  0.12  0.06 -0.06  0.01  0.13  0.15 -0.09 -0.12 -0.04  0.02 -0.07 -0.02  0.03  0.00 -0.07 -0.12 -0.01  0.02  0.23  0.17 -0.06 -0.07  0.00 -0.02 -0.04 -0.05  0.00 -0.07  0.28  0.27  0.07  0.08 -0.06  0.00  0.05  0.08  0.06  0.00  0.03 -0.06  0.17  0.13  0.18  0.17  0.08  0.07  0.06 -0.02 -0.02 -0.03  0.02  0.08  0.05  0.03 -0.07 -0.09  0.01 -0.02  0.17  0.17 -0.01 -0.02  0.02 -0.02 -0.07 -0.08  0.02  0.01  0.17  0.18 -0.03 -0.06  0.58  0.47  0.12  0.16  0.15  0.20  0.12  0.19  0.13  0.04  0.46  0.37  0.60  0.57 -0.07 -0.08  0.59  0.58 -0.05 -0.03  0.01  0.04 -0.09 -0.09  0.04  0.15 -0.03 -0.02 -0.01 -0.04  0.03 -0.04  0.04  0.01  0.04  0.05  0.05  0.01  0.02  0.07 
