Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   
x91:   0.11  0.07 -0.01 -0.05  0.04  0.04  0.03  0.03  0.02 -0.01 -0.02  0.05 -0.03  0.00  0.06 -0.02  0.07  0.08  0.00 -0.10  0.01  0.01 -0.01 -0.02  0.07  0.03 -0.04  0.01  0.02  0.03  0.02  0.01  0.00  0.06  0.04  0.03  0.03  0.02  0.03  0.04  0.04  0.03  0.02  0.00  0.00 -0.02  0.01 -0.02 -0.01  0.00  0.00 -0.03  0.02 -0.06 -0.02 -0.23  0.01 -0.02  0.02 -0.07 -0.01 -0.27  0.02 -0.04  0.03 -0.07  0.01 -0.29 -0.01 -0.03  0.01 -0.06 -0.03 -0.19 -0.01  0.02 -0.04  0.00  0.04  0.03  0.30  0.31  0.33  0.28  0.13  0.56  0.57  0.58  0.54 -0.13  0.75  1.00  0.45  0.66  0.11  0.16 -0.01  0.03  0.00 
x92:   0.09 -0.01  0.01  0.00  0.00 -0.11 -0.05 -0.05 -0.05 -0.05 -0.14 -0.01  0.01  0.01 -0.20  0.01  0.21  0.08 -0.16 -0.10 -0.04 -0.15  0.03 -0.20  0.13  0.20 -0.16 -0.13 -0.22 -0.21 -0.22 -0.22 -0.13  0.22  0.00 -0.05 -0.05 -0.05 -0.04 -0.11 -0.11 -0.12 -0.10  0.00 -0.15 -0.11 -0.14 -0.07 -0.13 -0.05 -0.23 -0.31 -0.20 -0.11 -0.24 -0.37 -0.23 -0.32 -0.20 -0.11 -0.24 -0.35 -0.23 -0.32 -0.20 -0.11 -0.24 -0.32 -0.23 -0.31 -0.20 -0.11 -0.24 -0.36  0.03  0.06  0.02  0.09  0.05  0.20  0.34  0.35  0.35  0.34  0.17  0.32  0.40  0.51  0.29 -0.10  0.43  0.45  1.00  0.37  0.18  0.28  0.01 -0.01  0.00 
x93:   0.11  0.07 -0.01 -0.08  0.06  0.14  0.08  0.08  0.07 -0.01  0.02  0.07 -0.02  0.00  0.25 -0.01  0.06  0.10  0.06 -0.10  0.00  0.12 -0.01  0.14  0.08  0.00  0.02  0.11  0.24  0.25  0.24  0.24  0.08  0.04  0.06  0.08  0.08  0.07  0.03  0.10  0.10  0.10  0.06  0.00  0.11  0.00  0.11 -0.01  0.06  0.00  0.24  0.15  0.22 -0.07  0.20 -0.18  0.24  0.11  0.22 -0.07  0.21 -0.20  0.25  0.01  0.23 -0.08  0.22 -0.26  0.23  0.18  0.21 -0.06  0.19 -0.15 -0.01  0.04 -0.06 -0.01  0.03  0.00  0.29  0.30  0.32  0.27  0.11  0.63  0.63  0.56  0.63 -0.12  0.75  0.66  0.37  1.00  0.07  0.13  0.00  0.08  0.00 
x94:   0.08 -0.18  0.04 -0.03  0.02 -0.16 -0.12 -0.12 -0.13 -0.27 -0.26 -0.07  0.31  0.02 -0.22  0.31  0.38  0.12 -0.29 -0.17 -0.32 -0.46  0.28 -0.33  0.22  0.30 -0.26 -0.14 -0.22 -0.22 -0.22 -0.22 -0.41  0.21  0.02 -0.12 -0.12 -0.13 -0.27 -0.16 -0.16 -0.18 -0.15  0.03 -0.48 -0.58 -0.46 -0.50 -0.48 -0.45 -0.22 -0.33 -0.24 -0.39 -0.21 -0.33 -0.22 -0.35 -0.24 -0.40 -0.22 -0.34 -0.22 -0.36 -0.24 -0.40 -0.23 -0.35 -0.21 -0.32 -0.24 -0.39 -0.21 -0.31  0.28  0.12  0.08  0.20  0.06  0.30  0.42  0.42  0.43  0.41  0.69  0.11  0.10  0.09  0.12 -0.16  0.07  0.11  0.18  0.07  1.00  0.28  0.44 -0.02  0.00 
x95:   0.19  0.01  0.10 -0.04  0.01 -0.24  0.01  0.01  0.01  0.04 -0.46 -0.04 -0.19 -0.03 -0.40 -0.19  0.54  0.25 -0.48 -0.23  0.10 -0.27 -0.08 -0.20  0.41  0.83 -0.43 -0.30 -0.31 -0.35 -0.33 -0.30 -0.22  0.94  0.01  0.01  0.01  0.01  0.09 -0.26 -0.26 -0.28 -0.29  0.01 -0.26 -0.10 -0.25  0.02 -0.23  0.08 -0.30 -0.47 -0.25  0.03 -0.31 -0.46 -0.32 -0.52 -0.28  0.02 -0.34 -0.51 -0.36 -0.61 -0.31  0.01 -0.38 -0.58 -0.28 -0.42 -0.23  0.04 -0.28 -0.42 -0.08  0.24  0.06  0.39  0.12  0.83  0.37  0.40  0.43  0.35  0.33  0.16  0.14  0.10  0.18 -0.28  0.11  0.16  0.28  0.13  0.28  1.00 -0.05  0.03  0.00 
x96:   0.00 -0.38  0.02 -0.02 -0.02 -0.07 -0.14 -0.14 -0.15 -0.37 -0.10 -0.03  0.57  0.02 -0.07  0.56  0.38  0.05 -0.12 -0.11 -0.50 -0.24  0.45 -0.19  0.09  0.15 -0.14 -0.04 -0.04 -0.05 -0.04 -0.04 -0.21 -0.06 -0.02 -0.14 -0.14 -0.15 -0.43 -0.08 -0.08 -0.08 -0.08  0.01 -0.26 -0.59 -0.25 -0.64 -0.27 -0.62 -0.02 -0.07 -0.13 -0.55 -0.02 -0.07 -0.03 -0.08 -0.13 -0.56 -0.03 -0.07 -0.04 -0.10 -0.12 -0.56 -0.04 -0.08 -0.02 -0.06 -0.14 -0.55 -0.01 -0.06  0.45  0.06  0.03  0.09  0.01  0.15  0.27  0.28  0.29  0.26  0.47  0.00 -0.02 -0.03  0.01  0.10 -0.01 -0.01  0.01  0.00  0.44 -0.05  1.00 -0.03  0.00 
x97:   0.02  0.00  0.05  0.22  0.04  0.26  0.13  0.13  0.16  0.05 -0.01  0.10 -0.02  0.01  0.08 -0.02  0.02 -0.01 -0.02  0.18  0.05  0.03 -0.03  0.08  0.02  0.04 -0.05  0.01  0.11  0.10  0.11  0.11  0.01  0.05  0.04  0.13  0.13  0.16  0.06  0.09  0.09  0.12  0.02  0.00  0.02  0.02  0.02  0.03 -0.04  0.01  0.11  0.11  0.10  0.03  0.03  0.00  0.11  0.09  0.10  0.03  0.03  0.00  0.10  0.06  0.10  0.03  0.03 -0.01  0.11  0.12  0.10  0.03  0.03  0.01 -0.03  0.04 -0.07  0.02 -0.01  0.04 -0.04 -0.03 -0.03 -0.04 -0.02  0.01  0.01 -0.01  0.01  0.00  0.04  0.03 -0.01  0.08 -0.02  0.03 -0.03  1.00  0.00 
x98:   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  1.00 

{
 Function 1: X0 =  N/A
 Function 2: X1 =  N/A
 Function 3: X2 =  N/A
 Function 4: X3 =  N/A
 Function 5: X4 = -0.00 + 1.00 X34, SSR = 3.82E-16
 Function 6: X4 = 29516.52 + 1.85 X39, SSR = 4.89E12
 Function 7: X4 = 29545.79 + 1.11 X40, SSR = 4.89E12
 Function 8: X4 = 28440.72 + 0.59 X42, SSR = 4.12E12
 Function 9: X5 = -392.57 + 0.07 X39, SSR = 1.91E09
 Function 10: X5 = -391.19 + 0.04 X40, SSR = 1.91E09
 Function 11: X5 = -567.77 + 0.03 X41, SSR = 1.92E09
 Function 12: X5 = -140.20 + 0.02 X42, SSR = 3.80E09
 Function 13: X6 = 16.16 + 0.60 X7, SSR = 1.75E07
 Function 14: X6 = -1968.30 + 0.37 X39 + 0.12 X8, SSR = 4.14E10
 Function 15: X6 = -1965.45 + 0.37 X40 + 0.07 X8, SSR = 4.14E10
 Function 16: X6 = -1585.33 + 0.39 X8 + 0.02 X41, SSR = 5.08E10
 Function 17: X6 = -0.00 + 1.00 X35, SSR = 0.00E00
 Function 18: X6 = 16.16 + 0.60 X36, SSR = 1.75E07
 Function 19: X6 = -1968.30 + 0.37 X37 + 0.12 X39, SSR = 4.14E10
 Function 20: X6 = -1965.45 + 0.37 X37 + 0.07 X40, SSR = 4.14E10
 Function 21: X6 = -1585.33 + 0.39 X37 + 0.02 X41, SSR = 5.08E10
 Function 22: X6 = 2729.64 + 0.12 X38 + 0.42 X39, SSR = 3.25E11
 Function 23: X6 = 2732.70 + 0.12 X38 + 0.25 X40, SSR = 3.25E11
 Function 24: X6 = 2170.12 + 0.12 X38 + 0.16 X41, SSR = 3.47E11
 Function 25: X7 = -26.54 + 1.67 X6, SSR = 4.87E07
 Function 26: X7 = -3310.88 + 0.62 X39 + 0.20 X8, SSR = 1.15E11
 Function 27: X7 = -3306.42 + 0.62 X8 + 0.12 X40, SSR = 1.15E11
 Function 28: X7 = -2673.54 + 0.66 X8 + 0.03 X41, SSR = 1.41E11
 Function 29: X7 = -26.54 + 1.67 X35, SSR = 4.87E07
 Function 30: X7 = -0.00 + 1.00 X36, SSR = 2.99E-19
 Function 31: X7 = -3310.88 + 0.62 X37 + 0.20 X39, SSR = 1.15E11
 Function 32: X7 = -3306.42 + 0.62 X37 + 0.12 X40, SSR = 1.15E11
 Function 33: X7 = -2673.54 + 0.66 X37 + 0.03 X41, SSR = 1.41E11
 Function 34: X7 = 4523.56 + 0.19 X38 + 0.70 X39, SSR = 9.05E11
 Function 35: X7 = 4528.21 + 0.19 X38 + 0.42 X40, SSR = 9.04E11
 Function 36: X7 = 3588.75 + 0.21 X38 + 0.27 X41, SSR = 9.66E11
 Function 37: X8 = 4657.42 + 2.35 X6, SSR = 3.01E11
 Function 38: X8 = 4694.03 + 1.41 X7, SSR = 3.00E11
 Function 39: X8 = 4657.42 + 2.35 X35, SSR = 3.01E11
 Function 40: X8 = 4694.03 + 1.41 X36, SSR = 3.00E11
 Function 41: X8 = -0.00 + 1.00 X37, SSR = 0.00E00
 Function 42: X8 = 24775.45 + 0.40 X38, SSR = 3.10E12
 Function 43: X9 = 11010.34 + 2638.54 X20, SSR = 4.05E11
 Function 44: X9 = 564.95 + 0.29 X38, SSR = 1.18E12
 Function 45: X10 = -0.14 + 0.50 X18, SSR = 1.92E04
 Function 46: X11 = 2003.41 + -10.43 X76, SSR = 1.57E07
 Function 47: X12 = 0.74 + 0.12 X15, SSR = 1.09E02
 Function 48: X12 = 0.15 + -0.06 X20 + 0.14 X22, SSR = 9.16E02
 Function 49: X12 = 0.15 + -0.06 X20 + 0.14 X74, SSR = 9.16E02
 Function 50: X12 = 0.32 + 0.12 X22 + -0.00 X38 + -0.03 X45, SSR = 8.51E02
 Function 51: X12 = 0.32 + -0.00 X38 + -0.03 X74 + 0.12 X45, SSR = 8.51E02
 Function 52: X12 = 0.31 + -0.00 X47 + -0.06 X38, SSR = 4.90E02
 Function 53: X12 = 0.31 + -0.00 X53 + -0.07 X38, SSR = 3.66E02
 Function 54: X12 = 0.31 + -0.00 X38 + -0.07 X59, SSR = 3.55E02
 Function 55: X12 = 0.31 + -0.00 X65 + -0.07 X38, SSR = 3.42E02
 Function 56: X12 = 0.31 + -0.00 X38 + -0.07 X71, SSR = 3.75E02
 Function 57: X12 = 0.19 + -0.08 X49, SSR = 3.13E02
 Function 58: X13 =  N/A
 Function 59: X14 = -71702.27 + 140.10 X28, SSR = 4.62E14
 Function 60: X14 = -52043.30 + 93.57 X29, SSR = 1.91E14
 Function 61: X14 = -64598.07 + 121.75 X30, SSR = 3.37E14
 Function 62: X14 = -76848.88 + 155.58 X31, SSR = 5.91E14
 Function 63: X14 = -78944.18 + 2539.33 X50, SSR = 1.04E15
 Function 64: X14 = -32836.12 + 495.97 X52, SSR = 1.17E15
 Function 65: X14 = -89892.29 + 1859.06 X54, SSR = 1.32E15
 Function 66: X14 = -74589.54 + 2251.46 X56, SSR = 8.50E14
 Function 67: X14 = -28836.12 + 435.01 X58, SSR = 1.04E15
 Function 68: X14 = -86889.79 + 1663.06 X60, SSR = 1.10E15
 Function 69: X14 = -63643.18 + 1766.84 X62, SSR = 6.18E14
 Function 70: X14 = -20907.00 + 338.67 X64, SSR = 8.86E14
 Function 71: X14 = -76378.09 + 1315.86 X66, SSR = 8.41E14
 Function 72: X14 = -80460.53 + 2758.37 X68, SSR = 1.24E15
 Function 73: X14 = -35327.86 + 546.13 X70, SSR = 1.29E15
 Function 74: X14 = -89473.41 + 1998.66 X72, SSR = 1.53E15
 Function 75: X15 = -6.00 + 7.88 X12, SSR = 6.94E03
 Function 76: X15 = -4.82 + -0.47 X20 + 1.12 X22, SSR = 6.37E04
 Function 77: X15 = -4.82 + -0.47 X20 + 1.12 X74, SSR = 6.37E04
 Function 78: X15 = -3.50 + 0.94 X22 + -0.00 X38 + -0.22 X45, SSR = 5.97E04
 Function 79: X15 = -3.50 + -0.00 X38 + -0.22 X74 + 0.94 X45, SSR = 5.97E04
 Function 80: X15 = -3.58 + -0.00 X47 + -0.51 X38, SSR = 3.74E04
 Function 81: X15 = -3.53 + -0.00 X53 + -0.53 X38, SSR = 2.96E04
 Function 82: X15 = -3.53 + -0.00 X38 + -0.53 X59, SSR = 2.90E04
 Function 83: X15 = -3.52 + -0.00 X65 + -0.53 X38, SSR = 2.82E04
 Function 84: X15 = -3.53 + -0.00 X38 + -0.53 X71, SSR = 3.02E04
 Function 85: X15 = -4.51 + -0.65 X49, SSR = 2.64E04
 Function 86: X16 = 0.07 + 1.11 X25, SSR = 1.08E04
 Function 87: X16 = 0.07 + 1.11 X79, SSR = 1.08E04
 Function 88: X17 =  N/A
 Function 89: X18 = 1.61 + 1.51 X10, SSR = 5.81E04
 Function 90: X19 =  N/A
 Function 91: X20 = -1.70 + 0.00 X9 + -4.30 X12, SSR = 2.39E03
 Function 92: X20 = -4.91 + 0.00 X15 + -0.52 X9, SSR = 4.37E03
 Function 93: X20 = -3.12 + 0.00 X9 + 0.19 X45, SSR = 2.44E04
 Function 94: X20 = -2.90 + 0.00 X47 + 0.29 X9, SSR = 1.10E04
 Function 95: X20 = -2.52 + 0.00 X49 + 0.35 X9, SSR = 7.84E03
 Function 96: X20 = -3.02 + 0.00 X53 + 0.29 X9, SSR = 8.39E03
 Function 97: X20 = -3.02 + 0.00 X9 + 0.30 X59, SSR = 8.26E03
 Function 98: X20 = -3.01 + 0.00 X65 + 0.30 X9, SSR = 8.10E03
 Function 99: X20 = -3.03 + 0.00 X71 + 0.29 X9, SSR = 8.49E03
 Function 100: X20 = -3.27 + 0.00 X38 + 0.20 X45, SSR = 8.56E04
 Function 101: X20 = -2.88 + 0.00 X47 + 0.29 X38, SSR = 8.17E04
 Function 102: X20 = -3.02 + 0.00 X53 + 0.26 X38, SSR = 8.57E04
 Function 103: X20 = -3.01 + 0.00 X38 + 0.27 X59, SSR = 8.45E04
 Function 104: X20 = -2.98 + 0.00 X65 + 0.28 X38, SSR = 8.28E04
 Function 105: X20 = -3.04 + 0.00 X38 + 0.26 X71, SSR = 8.67E04
 Function 106: X21 = 18203.13 + 0.96 X32, SSR = 1.07E14
 Function 107: X21 = 1090.18 + 575.14 X44, SSR = 3.25E13
 Function 108: X21 = 3118.42 + 162.34 X46, SSR = 4.25E13
 Function 109: X21 = 207.79 + 478.93 X48, SSR = 4.97E13
 Function 110: X22 = 0.09 + 1.91 X12, SSR = 1.21E04
 Function 111: X22 = 1.51 + 0.24 X15, SSR = 1.25E04
 Function 112: X22 = 0.55 + -0.14 X47, SSR = 1.31E04
 Function 113: X22 = 0.46 + -0.16 X49, SSR = 1.26E04
 Function 114: X22 = 0.58 + -0.14 X53, SSR = 1.28E04
 Function 115: X22 = 0.59 + -0.14 X59, SSR = 1.28E04
 Function 116: X22 = 0.59 + -0.14 X65, SSR = 1.27E04
 Function 117: X22 = 0.58 + -0.14 X71, SSR = 1.29E04
 Function 118: X22 = -0.00 + 1.00 X74, SSR = 8.31E-26
 Function 119: X23 =  N/A
 Function 120: X24 =  N/A
 Function 121: X25 = 0.66 + 0.29 X16 + 0.07 X33, SSR = 1.28E03
 Function 122: X25 = 0.03 + 0.36 X95 + 0.41 X16, SSR = 2.23E03
 Function 123: X25 = 0.00 + 1.00 X79, SSR = 1.37E-25
 Function 124: X26 =  N/A
 Function 125: X27 =  N/A
 Function 126: X28 = 628.73 + 0.01 X14, SSR = 2.08E10
 Function 127: X28 = 200.95 + 0.64 X29, SSR = 2.85E09
 Function 128: X28 = 78.03 + 0.85 X30, SSR = 4.91E08
 Function 129: X28 = -64.23 + 1.13 X31, SSR = 4.13E08
 Function 130: X28 = -100.47 + 18.69 X50, SSR = 2.02E10
 Function 131: X28 = 292.89 + 3.50 X52, SSR = 3.94E10
 Function 132: X28 = -181.57 + 13.68 X54, SSR = 3.51E10
 Function 133: X28 = -28.10 + 16.15 X56, SSR = 1.82E10
 Function 134: X28 = 341.57 + 3.01 X58, SSR = 3.82E10
 Function 135: X28 = -112.77 + 11.90 X60, SSR = 3.19E10
 Function 136: X28 = 101.59 + 12.23 X62, SSR = 1.82E10
 Function 137: X28 = 423.20 + 2.29 X64, SSR = 3.78E10
 Function 138: X28 = 21.24 + 9.06 X66, SSR = 3.04E10
 Function 139: X28 = -151.64 + 20.79 X68, SSR = 2.32E10
 Function 140: X28 = 255.15 + 3.91 X70, SSR = 4.12E10
 Function 141: X28 = -224.61 + 15.11 X72, SSR = 3.93E10
 Function 142: X29 = 628.74 + 0.01 X14, SSR = 2.08E10
 Function 143: X29 = -276.87 + 1.54 X28, SSR = 6.88E09
 Function 144: X29 = -171.41 + 1.32 X30, SSR = 2.37E09
 Function 145: X29 = -360.97 + 1.73 X31, SSR = 1.30E10
 Function 146: X29 = -405.31 + 28.49 X50, SSR = 6.27E10
 Function 147: X29 = 166.10 + 5.41 X52, SSR = 9.75E10
 Function 148: X29 = -528.68 + 20.86 X54, SSR = 9.75E10
 Function 149: X29 = -316.12 + 24.84 X56, SSR = 5.15E10
 Function 150: X29 = 230.24 + 4.69 X58, SSR = 9.04E10
 Function 151: X29 = -448.29 + 18.32 X60, SSR = 8.34E10
 Function 152: X29 = -144.16 + 19.06 X62, SSR = 4.16E10
 Function 153: X29 = 342.48 + 3.60 X64, SSR = 8.34E10
 Function 154: X29 = -273.68 + 14.14 X66, SSR = 7.00E10
 Function 155: X29 = -462.33 + 31.44 X68, SSR = 7.57E10
 Function 156: X29 = 118.75 + 6.02 X70, SSR = 1.06E11
 Function 157: X29 = -570.10 + 22.83 X72, SSR = 1.13E11
 Function 158: X30 = 628.73 + 0.01 X14, SSR = 2.08E10
 Function 159: X30 = -86.61 + 1.17 X28, SSR = 6.74E08
 Function 160: X30 = 138.09 + 0.75 X29, SSR = 1.35E09
 Function 161: X30 = -157.05 + 1.32 X31, SSR = 2.47E09
 Function 162: X30 = -195.83 + 21.75 X50, SSR = 3.01E10
 Function 163: X30 = 253.23 + 4.10 X52, SSR = 5.39E10
 Function 164: X30 = -290.15 + 15.93 X54, SSR = 5.04E10
 Function 165: X30 = -118.19 + 18.87 X56, SSR = 2.59E10
 Function 166: X30 = 306.75 + 3.54 X58, SSR = 5.12E10
 Function 167: X30 = -217.72 + 13.91 X60, SSR = 4.45E10
 Function 168: X30 = 24.72 + 14.37 X62, SSR = 2.35E10
 Function 169: X30 = 397.95 + 2.70 X64, SSR = 4.92E10
 Function 170: X30 = -71.01 + 10.65 X66, SSR = 4.01E10
 Function 171: X30 = -248.83 + 24.13 X68, SSR = 3.57E10
 Function 172: X30 = 212.48 + 4.57 X70, SSR = 5.72E10
 Function 173: X30 = -332.68 + 17.52 X72, SSR = 5.75E10
 Function 174: X31 = 628.73 + 0.01 X14, SSR = 2.08E10
 Function 175: X31 = 59.92 + 0.88 X28, SSR = 3.22E08
 Function 176: X31 = 244.45 + 0.56 X29, SSR = 4.22E09
 Function 177: X31 = 132.01 + 0.75 X30, SSR = 1.41E09
 Function 178: X31 = -34.50 + 16.56 X50, SSR = 1.50E10
 Function 179: X31 = 320.33 + 3.08 X52, SSR = 3.14E10
 Function 180: X31 = -106.44 + 12.13 X54, SSR = 2.68E10
 Function 181: X31 = 34.24 + 14.27 X56, SSR = 1.44E10
 Function 182: X31 = 365.67 + 2.65 X58, SSR = 3.10E10
 Function 183: X31 = -40.15 + 10.51 X60, SSR = 2.51E10
 Function 184: X31 = 154.78 + 10.76 X62, SSR = 1.55E10
 Function 185: X31 = 440.67 + 2.01 X64, SSR = 3.14E10
 Function 186: X31 = 85.07 + 7.96 X66, SSR = 2.52E10
 Function 187: X31 = -84.40 + 18.49 X68, SSR = 1.67E10
 Function 188: X31 = 284.68 + 3.46 X70, SSR = 3.23E10
 Function 189: X31 = -149.83 + 13.44 X72, SSR = 2.93E10
 Function 190: X32 = 186.25 + 0.73 X21, SSR = 8.12E13
 Function 191: X32 = 2500.42 + 404.74 X44, SSR = 1.10E14
 Function 192: X32 = 5141.53 + 110.86 X46, SSR = 1.24E14
 Function 193: X32 = 858.32 + 345.03 X48, SSR = 1.11E14
 Function 194: X33 = -9.00 + 8.21 X25, SSR = 2.44E05
 Function 195: X33 = -9.00 + 8.21 X79, SSR = 2.44E05
 Function 196: X33 = -8.51 + 6.25 X95, SSR = 1.59E05
 Function 197: X34 = -0.00 + 1.00 X4, SSR = 3.82E-16
 Function 198: X34 = 29516.52 + 1.85 X39, SSR = 4.89E12
 Function 199: X34 = 29545.79 + 1.11 X40, SSR = 4.89E12
 Function 200: X34 = 28440.72 + 0.59 X42, SSR = 4.12E12
 Function 201: X35 = -0.00 + 1.00 X6, SSR = 0.00E00
 Function 202: X35 = 16.16 + 0.60 X7, SSR = 1.75E07
 Function 203: X35 = -1968.30 + 0.37 X39 + 0.12 X8, SSR = 4.14E10
 Function 204: X35 = -1965.45 + 0.37 X8 + 0.07 X40, SSR = 4.14E10
 Function 205: X35 = -1585.33 + 0.39 X8 + 0.02 X41, SSR = 5.08E10
 Function 206: X35 = 16.16 + 0.60 X36, SSR = 1.75E07
 Function 207: X35 = -1968.30 + 0.37 X37 + 0.12 X39, SSR = 4.14E10
 Function 208: X35 = -1965.45 + 0.37 X37 + 0.07 X40, SSR = 4.14E10
 Function 209: X35 = -1585.33 + 0.39 X37 + 0.02 X41, SSR = 5.08E10
 Function 210: X35 = 2729.64 + 0.12 X38 + 0.42 X39, SSR = 3.25E11
 Function 211: X35 = 2732.70 + 0.12 X38 + 0.25 X40, SSR = 3.25E11
 Function 212: X35 = 2170.12 + 0.12 X38 + 0.16 X41, SSR = 3.47E11
 Function 213: X36 = -26.54 + 1.67 X6, SSR = 4.87E07
 Function 214: X36 = -0.00 + 1.00 X7, SSR = 2.99E-19
 Function 215: X36 = -3310.88 + 0.62 X39 + 0.20 X8, SSR = 1.15E11
 Function 216: X36 = -3306.42 + 0.62 X40 + 0.12 X8, SSR = 1.15E11
 Function 217: X36 = -2673.54 + 0.66 X8 + 0.03 X41, SSR = 1.41E11
 Function 218: X36 = -26.54 + 1.67 X35, SSR = 4.87E07
 Function 219: X36 = -3310.88 + 0.62 X37 + 0.20 X39, SSR = 1.15E11
 Function 220: X36 = -3306.42 + 0.62 X37 + 0.12 X40, SSR = 1.15E11
 Function 221: X36 = -2673.54 + 0.66 X37 + 0.03 X41, SSR = 1.41E11
 Function 222: X36 = 4523.56 + 0.19 X38 + 0.70 X39, SSR = 9.05E11
 Function 223: X36 = 4528.21 + 0.19 X38 + 0.42 X40, SSR = 9.04E11
 Function 224: X36 = 3588.75 + 0.21 X38 + 0.27 X41, SSR = 9.66E11
 Function 225: X37 = 4657.42 + 2.35 X6, SSR = 3.01E11
 Function 226: X37 = 4694.03 + 1.41 X7, SSR = 3.00E11
 Function 227: X37 = -0.00 + 1.00 X8, SSR = 0.00E00
 Function 228: X37 = 4657.42 + 2.35 X35, SSR = 3.01E11
 Function 229: X37 = 4694.03 + 1.41 X36, SSR = 3.00E11
 Function 230: X37 = 24775.45 + 0.40 X38, SSR = 3.10E12
 Function 231: X38 = 3361.56 + 2.83 X6 + 0.20 X9 + -44364.79 X12, SSR = 1.55E12
 Function 232: X38 = -29319.55 + 2.80 X15 + 0.25 X6 + -5381.27 X9, SSR = 1.76E12
 Function 233: X38 = -4451.19 + 2.78 X49 + 0.22 X6 + 3669.41 X9, SSR = 2.01E12
 Function 234: X38 = 8189.08 + 2.04 X20 + 4906.67 X6, SSR = 3.04E12
 Function 235: X38 = 3413.52 + 1.70 X7 + 0.20 X9 + -44342.14 X12, SSR = 1.55E12
 Function 236: X38 = -29252.08 + 1.68 X15 + 0.26 X7 + -5378.56 X9, SSR = 1.76E12
 Function 237: X38 = -4396.88 + 1.66 X49 + 0.22 X7 + 3667.55 X9, SSR = 2.02E12
 Function 238: X38 = 8226.39 + 1.23 X20 + 4907.24 X7, SSR = 3.04E12
 Function 239: X38 = 1284.04 + 1.17 X8 + 0.10 X9 + -45551.87 X12, SSR = 2.49E12
 Function 240: X38 = -32041.82 + 1.15 X15 + 0.16 X8 + -5512.42 X9, SSR = 2.71E12
 Function 241: X38 = -6451.48 + 1.13 X49 + 0.14 X8 + 3752.35 X9, SSR = 2.99E12
 Function 242: X38 = 9221.05 + 0.76 X20 + 4983.94 X8, SSR = 4.04E12
 Function 243: X38 = 3361.56 + 0.20 X35 + -44364.79 X9 + 2.83 X12, SSR = 1.55E12
 Function 244: X38 = 3413.52 + 0.20 X36 + -44342.14 X9 + 1.70 X12, SSR = 1.55E12
 Function 245: X38 = 1284.04 + 0.10 X37 + -45551.87 X9 + 1.17 X12, SSR = 2.49E12
 Function 246: X38 = -29319.55 + 0.25 X15 + -5381.27 X35 + 2.80 X9, SSR = 1.76E12
 Function 247: X38 = -29252.08 + 0.26 X15 + -5378.56 X36 + 1.68 X9, SSR = 1.76E12
 Function 248: X38 = -32041.82 + 0.16 X15 + -5512.42 X37 + 1.15 X9, SSR = 2.71E12
 Function 249: X38 = -4451.19 + 0.22 X49 + 2.78 X35 + 3669.41 X9, SSR = 2.01E12
 Function 250: X38 = -4396.88 + 0.22 X49 + 1.66 X36 + 3667.55 X9, SSR = 2.02E12
 Function 251: X38 = -6451.48 + 0.14 X49 + 1.13 X37 + 3752.35 X9, SSR = 2.99E12
 Function 252: X38 = 8189.08 + 4906.67 X35 + 2.04 X20, SSR = 3.04E12
 Function 253: X38 = 8226.39 + 4907.24 X20 + 1.23 X36, SSR = 3.04E12
 Function 254: X38 = 9221.05 + 4983.94 X20 + 0.76 X37, SSR = 4.04E12
 Function 255: X39 = 2179.54 + 0.11 X4 + 8.36 X5 + 0.08 X6, SSR = 1.69E11
 Function 256: X39 = 2180.65 + 0.11 X4 + 8.36 X5 + 0.05 X7, SSR = 1.69E11
 Function 257: X39 = 2179.54 + 0.11 X35 + 8.36 X4 + 0.08 X5, SSR = 1.69E11
 Function 258: X39 = 2180.65 + 0.11 X36 + 8.36 X4 + 0.05 X5, SSR = 1.69E11
 Function 259: X39 = -4045.74 + 0.07 X4 + 0.37 X41, SSR = 3.80E10
